OPP TEAM,ODK,PLAY #,QTR,SERIES,HASH,SERIES END,DN,DIST,YARD LN,FZ,SIT,PERSONNEL,MOTION,OFF FORM,FORM LT/RT,FIB,BACKFIELD,FORM CODE,PLAY TYPE,PLAY TYPE 2,OFF PLAY,RUN TAG,PLAY DIR,SCR TAG,GAP,ROUTE CONCEPT,ROUTE 2,RESULT,BC,PASS ZONE,GN/LS,COVERAGE,DEF FRONT,PROTECTION (D),PENALTY
F&M,D,13,1,3,L,,2,2,20,RED ZONE,,20,,FOX,RT,,PISTOL KING,21,Pass,RPO,IZ,BASE,R,,,,GLANCE,Incomplete,X,6,0,4,OVER,,
F&M,D,14,1,3,L,,3,2,20,RED ZONE,,20,,EMPTY 32,RT,,EMPTY,32,Pass,,3 STEP,,,,,STICK,,Complete,J,2,5,CLAM,OVER,52F,
F&M,D,15,1,3,R,,1,10,15,RED ZONE,,20,,TOM OFF,LT,,PISTOL,32,Run,,IZ,BASE,L,,A,,,Rush,R,,-3,TRAP,OVER,,
F&M,D,16,1,3,R,,2,13,18,RED ZONE,,20,,FOX,LT,,PISTOL KING,21,Run,,IZ,ARC,R,,D,,,Rush,Q,,-4,4,OVER,,
F&M,D,17,1,3,L,MISSED FG,3,15,20,RED ZONE,,20,JAC,TRIPS BUNCH CUT CON,RT,,WEAK,32,Pass,,5 STEP,,,,,MESH,,Incomplete,Z,5,0,BRACKET,CAT,6A0F,
F&M,D,18,1,4,R,,0,10,25,RED ZONE,,20,,FOX,LT,,PISTOL KING,21,Pass,,PAP,LD OPT,L,,,SLICE,DIG,Penalty,Z,8,15,4,OVER,LOP,
F&M,D,19,1,4,R,,1,10,10,RED ZONE,,20,,TOM OFF CUT,LT,,PISTOL,32,Run,,POWER SPEED OPTION,,L,,D,,,Rush,Q,,3,BRACKET,FIELD,,
F&M,D,20,1,4,L,,2,7,7,RED ZONE,,20,,FOX CUT CON,RT,,PISTOL KING,21,Run,,IZ,BASE,R,,A,,,Rush,R,,-3,4,OVER,,
F&M,D,21,1,4,L,FG,3,10,10,RED ZONE,,20,,FOX CON,RT,,PISTOL QUEEN,21,Pass,,4 STEP,,,,,SPOT SEAM,SPEED,Incomplete,Y,8,0,SOLO,OVER,6A2F,
F&M,D,22,2,5,L,,0,10,-6,BACKED UP,,20,DUMMY,EMPTY 32,RT,,EMPTY,32,Pass,,5 STEP,,,,,TRAIL,VERTS,Incomplete,Y,4,0,CLAM,OVER,52B,
F&M,D,23,2,5,L,,2,10,-6,BACKED UP,,20,,TRIPS,RT,,STRONG,41,Run,RPO,Q DRAW,,R,,A,NOD,,Rush,Q,,23,CLAM,OVER,,
F&M,D,24,2,5,L,,1,10,-29,UPFIELD,,20,DUMMY,TRIPS,RT,,WEAK,32,Pass,,3 STEP,,,,,SLANTS,,Complete,Z,1,7,CLAM,OVER,60 MAN,
F&M,D,25,2,5,R,,2,3,-36,UPFIELD,,20,J HOP,TOM OFF,LT,,STRONG,41,Run,,MZ,,R,,B,,,Rush,R,,5,SOLO,OVER,,
F&M,D,26,2,5,R,FUMBLE,1,10,-41,UPFIELD,,20,,DOUBLES CON,LT,,WEAK,23,Pass,,5 STEP,,,,,VERTS,DRIVE,Sack,Q,,-5,4,OVER,6A2F,
F&M,D,27,2,6,L,,0,10,-15,BACKED UP,,20,,FOX,RT,,PISTOL KING,21,Run,,IZ,ARC,L,,B,,,Rush,R,,-1,4,OVER,,
F&M,D,28,2,6,L,,2,11,-14,BACKED UP,,20,,DOUBLES,RT,,WEAK,23,Pass,,5 STEP,,,,,SHILO,,Incomplete,J,2,0,4,OVER,6A2F,
F&M,D,29,2,6,L,PUNT,3,11,-14,BACKED UP,,20,,FOX CUT CON,RT,,PISTOL QUEEN,21,Pass,,5 STEP,,,,,MESH SPOT SWITCH,,Scramble,Q,,8,4,CAT,6A0F,
F&M,D,31,2,7,L,,1,15,-11,BACKED UP,,20,,FOX,RT,,SPLIT,21,Pass,,PAP,MZ LD,R,,,CROSS,DIG,Incomplete,F,1,0,SOLO,CAT,6T0F,
F&M,D,32,2,7,L,,2,15,-11,BACKED UP,,20,,FOX TIGHT,RT,,SPLIT,21,Run,,MZ,LEAD,L,,B,,,Rush,R,,9,BRACKET,DOG,,
F&M,D,33,2,7,L,PUNT,3,6,-20,UPFIELD,,20,,TRIPS,RT,,WEAK,32,Pass,,5 STEP,,,,,CROSS,DIG,Sack,Q,,-8,CLUB,DOG,6A0F,
F&M,D,34,2,8,L,,0,10,-33,UPFIELD,,20,,DOUBLES,RT,,WEAK,23,Run,RPO,IZ,LOCK,R,,B,,,Rush,R,,0,4,OVER,,
F&M,D,35,2,8,L,,2,10,-33,UPFIELD,,20,,DOUBLES,RT,,WEAK,23,Pass,,5 STEP,,,,,VERTS,,Sack,Q,,-7,SOLO,DOG,6A1F,
F&M,D,36,2,8,L,PUNT,3,17,-26,UPFIELD,,20,,TRIPS,RT,,STRONG,41,Run,,IZ,READ,L,,B,,,Rush,R,,3,8,CAT,,
F&M,D,37,3,9,L,,0,10,-26,UPFIELD,,20,,FOX CUT CON,RT,,PISTOL QUEEN,21,Pass,,5 STEP,,,,,MESH SPOT,,Complete,Z,4,11,SOLO,TIGER,6A1F,
F&M,D,38,3,9,R,,1,10,-37,UPFIELD,,20,,FOX,LT,,PISTOL QUEEN,21,Pass,RPO,COUNTER,,L,,,SLANTS,,Complete,Z,1,8,4,OVER,,
F&M,D,39,3,9,M,,2,2,-45,UPFIELD,,20,,EMPTY 32,RT,,EMPTY,32,Pass,,5 STEP,,,,,SHILO,,Complete,Y,5,22,CLAM,OVER,52B,
F&M,D,40,3,9,L,,1,10,33,GREEN ZONE,,20,,TRIPS,RT,,STRONG,41,Pass,,5 STEP,,,,,VERTS,,Incomplete,X,9,0,SOLO,DOG,6T1F,
F&M,D,41,3,9,L,,2,10,33,GREEN ZONE,,20,JAC,TRIPS,RT,,WEAK,32,Pass,SCR,R SLIP SCR WK,,L,,,,,Incomplete,R,3,0,HOT,OVER,,
F&M,D,42,3,9,L,,3,10,33,GREEN ZONE,,20,,FOX CON,RT,,PISTOL QUEEN,21,Pass,,5 STEP,,,,,SPOT,CORNER,Complete,Z,2,7,BRACKET,CAT,6A0F,
F&M,D,43,3,9,R,DOWNS,4,3,26,GREEN ZONE,,20,,EMPTY 32,LT,,EMPTY,32,Pass,,3 STEP,,,,,STICK,,Incomplete,J,2,0,CLAM,OVER,52F,
F&M,D,44,3,10,R,,0,10,-18,BACKED UP,,20,,FOX TIGHT,RT,,SPLIT,21,Run,,Q POWER READ,,L,,D,,,Rush,R,,-3,TRAP,OVER,,
F&M,D,45,3,10,L,,2,12,-16,BACKED UP,,20,,FOX CUT CON,RT,,PISTOL QUEEN,21,Pass,,5 STEP,,,,,MESH SPOT,,Incomplete,Z,7,0,SOLO,DOG,6A0F,
F&M,D,47,3,10,L,PUNT,3,17,-11,BACKED UP,,20,,TRIPS CON,RT,,WEAK,32,Pass,,5 STEP,,,,,SPOT SEAM,CORNER,Incomplete,J,1,0,CLUB,CAT,6A0F,
F&M,D,48,3,11,R,,0,10,-16,BACKED UP,,20,,FOX TIGHT,LT,,PISTOL QUEEN,21,Pass,,PAP,READ,L,,,KNIFE,DRACO,Complete,Y,6,68,TRAP,OVER,6A2F,
F&M,D,49,3,11,R,,1,10,16,RED ZONE,,20,,EMPTY 32,LT,,EMPTY,32,Pass,,3 STEP,,,,,SLANTS,DRAGON,Incomplete,Y,5,0,CLAM,OVER,53F,
F&M,D,50,3,11,R,,2,10,16,RED ZONE,,20,,FOX TIGHT,LT,,SPLIT,21,Run,,MZ,LEAD,R,,C,,,Rush,R,,8,4,OVER,,
F&M,D,51,3,11,R,,3,2,8,RED ZONE,,20,J HOP,TOM OFF,LT,,STRONG,32,Run,,IZ,,R,,A,,,Rush,R,,1,MATCH,OVER,,
F&M,D,52,3,11,R,,4,1,7,RED ZONE,,20,J HOP,TOM OFF,LT,,STRONG,32,Run,,IZ,,R,,A,,,Rush,R,,2,CLAM,OVER,,
F&M,D,53,3,11,R,,1,5,5,GOALLINE,,20,,TOM OFF CUT,LT,,PISTOL,32,Run,,POWER SPEED OPTION,,L,,D,,,Rush,R,,3,4,OVER,,
F&M,D,54,3,11,L,TD,2,2,2,GOALLINE,,20,,FOX CUT CON,RT,,SPLIT,21,Run,,MZ,LEAD,L,,A,,,Rush,R,,2,MATCH,OVER,,
F&M,D,55,3,12,L,,0,10,-21,UPFIELD,,20,,FOX CON,RT,,PISTOL QUEEN,21,Pass,,PAP,BASE,L,,,DBL POST,CORNER,Incomplete,X,9,0,BRACKET,OVER,6T3B,
F&M,D,56,3,12,L,,2,10,-21,UPFIELD,,20,,EMPTY 32 CON,RT,,EMPTY,32,Pass,,5 STEP,,,,,SHILO,,Incomplete,Y,5,0,CLAM,OVER,53B,
F&M,D,57,3,12,L,PUNT,3,10,-21,UPFIELD,,20,,DOUBLES CUT CON,RT,,STRONG,22,Pass,,5 STEP,,,,,SHOUT,VERT SWITCH,Incomplete,Y,3,0,SOLO,OVER,6T3F,
F&M,D,58,4,13,L,,0,10,-20,UPFIELD,,20,,FOX,RT,,SPLIT,21,Run,,MZ,LEAD,L,,A,,,Rush,R,,1,4,EVEN,,
F&M,D,59,4,13,L,FUMBLE,2,9,-21,UPFIELD,,20,,FOX,RT,,SPLIT,21,Pass,,PAP,MZ LD,L,,,KNIFE,DRACO,Sack,Q,,-4,BRACKET,OVER,6T2F,
F&M,D,60,4,14,R,,0,10,-13,BACKED UP,2M,20,,EMPTY 32,LT,,EMPTY,32,Pass,,3 STEP,,,,,STICK,,Penalty,R,3,3,CLAM,EVEN,52F,
F&M,D,61,4,14,R,INT / TD,1,16,-7,BACKED UP,2M,20,,FOX CUT CON,LT,,PISTOL QUEEN,21,Pass,,5 STEP,,,,,MESH SPOT,,Interception,Z,7,0,SOLO,DOG,6A0F,
F&M,D,62,4,15,R,,0,10,-25,UPFIELD,2M,20,,DOUBLES,LT,,WEAK,23,Pass,,5 STEP,,,,,SHILO,,Scramble,Q,,3,BRACKET,DOG,6A0F,
F&M,D,63,4,15,R,,2,7,-28,UPFIELD,2M,20,,EMPTY 32,LT,,EMPTY,32,Pass,,3 STEP,,,,,STICK,DRAGON,Complete,J,2,5,CLAM,OVER,52F,
F&M,D,64,4,15,L,PUNT,3,2,-33,UPFIELD,2M,20,,EMPTY 32,RT,,EMPTY,32,Pass,,3 STEP,,,,,STICK,,Sack,Q,,-5,CLAM,OVER,53F,
F&M,D,65,4,16,R,INT,0,10,-22,UPFIELD,2M,10,,DOUBLES,LT,,STRONG,22,Pass,,5 STEP,,,,,VERTS,,Interception,Y,8,0,BRACKET,DOG,6A0B,
