OPP TEAM,ODK,PLAY #,QTR,SERIES,HASH,DN,DIST,YARD LN,FZ,SIT,PERSONNEL,MOTION,OFF FORM,FORM LT/RT,FIB,BACKFIELD,FORM CODE,PLAY TYPE,PLAY TYPE 2,OFF PLAY,RUN TAG,PLAY DIR,SCR TAG,GAP,ROUTE CONCEPT,ROUTE 2,RESULT,BC,PASS ZONE,COVERAGE,DEF FRONT,PROTECTION (D),GN/LS,SERIES END,PENALTY
King's,D,18,2,4,L,4,11,34,GREEN ZONE,,10,,DOUBLES,R,,STRONG,22,Pass,,5 STEP,,,,,OPTION,,Incomplete,,,4,WIDE,6T3F,0,DOWNS,
King's,D,19,2,5,L,0,10,-21,UPFIELD,,21,,SLOT,L,,WAGON,21,Pass,RPO,IZ,LOCK,L,,,SEAM,,Incomplete,,,MATCH,OVER,,0,,
King's,D,20,2,5,L,2,10,-21,UPFIELD,,11,,TOM,L,YES,WEAK,13,Run,RPO,OZ,,L,,D,GLANCE,,,,,7,G,,5,,
King's,D,21,2,5,L,3,5,-26,UPFIELD,,10,,DOUBLES,R,,STRONG,41,Pass,,3 STEP,,,,,MARKERS,,Complete,,,4,OVER,6T3F,14,,
King's,D,22,2,5,L,1,10,-40,UPFIELD,,10,R MOVE,DOUBLES WIDE STACK,R,,STRONG,22,Run,SCR,IZ,LOCK,L,,,,,Complete,Z,,1,CAT,,-7,,
King's,D,23,2,5,R,1,17,-33,UPFIELD,,11,,TREY,R,,WEAK,41,Pass,RPO,IZ,LOCK,R,,,COLT WHIP,,Complete,X,,4,OPP,,6,,
King's,D,24,2,5,L,2,11,-39,UPFIELD,,11,,TREY,L,,WEAK,41,Pass,,5 STEP,,,,,SEAM TRAIL,,Complete,X,,4,OVER,6A3B,14,,
King's,D,25,2,5,R,1,10,47,UPFIELD,,11,,TREY BUNCH,L,YES,WEAK,14,Run,SCR,IZ,READ,L,,,,,Complete,X,,CLUB,OPP,,7,,
King's,D,26,2,5,R,2,3,40,UPFIELD,,21,,PRO CUT,L,,KING,21,Pass,RPO,COUNTER,,R,,,,GLANCE,Sack,Q,,4,OVER,,-7,,
King's,D,27,2,5,R,3,10,47,UPFIELD,,10,,DOUBLES,L,,STRONG,22,Pass,,5 STEP,,,,,FLO,SMASH,Incomplete,,,1,CAT,6T0F,0,PUNT,
King's,D,28,2,6,R,0,10,-21,UPFIELD,,10,,TRIPS BUNCH,R,YES,STRONG,14,Run,,IZ,READ,L,,A,,,,,,3,FLIP,,1,,
King's,D,29,2,6,M,2,9,-22,UPFIELD,,10,,TRIPS,R,,STRONG,41,Pass,,3 STEP,,,,,STICK,GO,Complete,X,,1,FLIP,6A3B,18,,
King's,D,30,2,6,L,1,10,-40,UPFIELD,,10,R FLARE,TRIPS,R,,WEAK,32,Pass,,5 STEP,,,,,SWITCH,,Incomplete,X,,CLUB,CAT,50B,0,,
King's,D,31,2,6,L,2,10,-40,UPFIELD,,10,,DOUBLES,R,,STRONG,22,Pass,,5 STEP,,,,,FLO,TRAIL,Complete,X,,2 MAN,CAT,6A0B,22,,
King's,D,32,2,6,M,1,10,38,GREEN ZONE,,10,JAC,TRIPS,R,,STRONG,41,Pass,,PAP,IZ,L,,,SPACING,,Complete,,,2 MAN,CAT,6T0F,11,,
King's,D,33,2,6,R,1,10,27,GREEN ZONE,,10,,DOUBLES,L,,STRONG,22,Run,,IZ,READ,R,,A,,,,,,HOT,CAT,,6,,
King's,D,34,2,6,R,2,4,21,RED ZONE,,10,,DOUBLES,L,,STRONG,22,Pass,,3 STEP,,,,,DRAGON,SLIDE,Incomplete,,,4,FLIP,6A3B,8,,
King's,D,35,2,6,R,1,10,13,RED ZONE,,10,DUMMY,DOUBLES,L,,STRONG,22,Pass,,5 STEP,,,,,VERTS,WOLF,Incomplete,,,BRACKET,FLIP,6T2F,0,,
King's,D,36,2,6,R,2,10,13,RED ZONE,,10,,DOUBLES,L,,STRONG,22,Pass,,5 STEP,,,,,OPTION,,Complete,,,BRACKET,OVER,6T3F,13,TD,
King's,D,37,3,7,R,0,10,-25,UPFIELD,,11,,TREY,R,,WEAK,41,Pass,RPO,IZ,LOCK,R,,,COLT WHIP,,Scramble,Q,,1,OVER,,6,,
King's,D,39,3,7,R,2,9,-26,UPFIELD,,10,,DOUBLES,L,,STRONG,22,Pass,,5 STEP,,,,,SHILO,,Incomplete,,,,BEAR,60 MAN,0,,
King's,D,40,3,7,R,3,9,-26,UPFIELD,,10,,DOUBLES,L,,STRONG,22,Pass,,5 STEP,,,,,BENCH,,Complete,,,SOLO,BEAR,60 MAN,9,,
King's,D,41,3,7,R,1,10,-35,UPFIELD,,10,FLIP,TRIPS,L,,STRONG,41,Run,,IZ,LOCK,R,,B,,,,,,1,CAT,,33,,
King's,D,42,3,7,L,1,10,32,GREEN ZONE,,11Q,J MESH,PRO OFF,L,YES,SPLIT,23,Pass,,PAP,SPD,,,,DIG,VERTS WHEEL,Complete,,,4,EVEN,5A2F,29,,
King's,D,43,3,7,L,1,3,3,GOALLINE,,11,,TOM,R,,WEAK,32,Pass,,3 STEP,,,,,STICK,FADE,Incomplete,X,,BRACKET,OVER,6A3F,0,,
King's,D,44,3,7,L,2,3,3,GOALLINE,,11,,TREY BUNCH,R,YES,WEAK,14,Run,SCR,IZ,READ,R,,,,,Complete,X,,0,OVER,,-5,,
King's,D,45,3,7,L,3,8,8,RED ZONE,,10,,TRIPS,R,,STRONG,41,Pass,,5 STEP,,,,,NOD,CURL,Incomplete,,,TORRO,OVER,6T3F,0,MISSED FG,
King's,D,46,3,8,L,0,10,34,GREEN ZONE,,10,,TRIPS,R,,STRONG,41,Run,,IZ,READ,L,,A,,,,,,MATCH,OVER,,2,,
King's,D,47,3,8,L,2,8,32,GREEN ZONE,,11,,TREY BUNCH,R,YES,WEAK,14,Pass,,5 STEP,,,,,ALERT N GO,,Complete,,,3,FLIP,6T2B,10,,
King's,D,48,3,8,L,1,10,22,RED ZONE,,11,ZOP,WOLF CON,L,,STRONG,23,Run,,PUNCH,,L,,A,,,,,,MATCH,OPP,,13,,
King's,D,49,3,8,R,1,9,9,RED ZONE,,11,,WOLF,R,,STRONG,23,Run,,IZ,,L,,A,,,,,,4,OVER,,7,,
King's,D,50,3,8,M,2,2,2,GOALLINE,,11,,WOLF,R,,STRONG,23,Run,,IZ,ARC,L,,A,,,,,,0,OVER,,2,TD,
King's,D,51,3,9,R,0,10,-13,BACKED UP,,12,,TEX,R,,WEAK,41,Pass,RPO,IZ,,R,,,CLEAR,,Complete,Z,,MATCH,OVER,,87,TD,
King's,D,52,4,10,R,0,10,-33,UPFIELD,,12,XOP,TEX HIP,L,YES,WEAK,14,Run,,PUNCH,,R,,A,,,,,,3,OPP,,5,,
King's,D,53,4,10,R,2,5,-38,UPFIELD,,12,,TEX,L,YES,STRONG,13,Run,,OZ,,R,,D,,,,,,3,OPP,,3,,
King's,D,54,4,10,R,3,2,-41,UPFIELD,,12,,TEX,L,YES,WEAK,14,Run,,IZ,,L,,A,,,,,,3,OPP,,4,,
King's,D,55,4,10,R,1,10,-45,UPFIELD,,11,,TOM,L,,STRONG,41,Pass,RPO,OZ,,R,,,,GO,Incomplete,X,,4,OPP,,0,,
King's,D,56,4,10,R,1,10,-45,UPFIELD,,12,,ACE,R,,WEAK,22,Run,,MOUSE,,R,,A,,,,Q,,4,OVER,,-15,,
King's,D,57,4,10,M,1,25,-30,UPFIELD,,10,,TRIPS,R,,STRONG,41,Run,,IZ,LOCK,L,,B,,,,,,CLAM,CAT,,3,,
King's,D,58,4,10,M,2,22,-33,UPFIELD,,10,,DOUBLES,R,,STRONG,22,Pass,,5 STEP,,,,,OPTION,,Interception,,,2,CAT,6T1F,0,INT,
King's,D,59,4,11,L,0,10,-15,BACKED UP,,11,,TREY,L,,WEAK,41,Run,,IZ,LOCK,L,,A,,,,,,CLAM,OVER,,5,,
King's,D,60,4,11,L,2,5,-20,UPFIELD,,11,J JUMP,PRO,R,,SPLIT,21,Pass,,BOOT,,L,,,WAGGLE,,Incomplete,X,,4,OVER,6T3F,0,,
King's,D,61,4,11,L,3,5,-20,UPFIELD,,10,,TRIPS,R,,STRONG,41,Pass,,5 STEP,,,,,CRUISE,,Incomplete,X,,SINK,OVER,6T3F,0,PUNT,
King's,D,62,4,12,R,0,10,-45,UPFIELD,,12,,TEX,R,,WEAK,41,Run,RPO,IZ,,R,,D,CLEAR,,,,,CLAM,EVEN,,1,,
King's,D,63,4,12,L,2,9,-46,UPFIELD,,12,,TEX,L,,WEAK,41,Run,,PUNCH,,R,,A,,,,,,CLAM,OPP,,3,,
King's,D,64,4,12,L,3,6,-49,UPFIELD,,10,,TRIPS,R,,WEAK,32,Pass,,5 STEP,,,,,COLT SEAM,KNIFE,Scramble,Q,,4,OVER,6A2F,0,,
King's,D,65,4,12,L,1,10,-49,UPFIELD,,11,,TREY,L,,WEAK,41,Run,,IZ,LOCK,L,,A,,,,,,4,OVER,,4,,
King's,D,66,4,12,L,2,6,47,UPFIELD,,11,DUMMY,TREY,L,,WEAK,41,Pass,,5 STEP,,,,,SEAM TRAIL,,Complete,,,4,OVER,6A3B,20,,
King's,D,67,4,12,L,1,10,27,GREEN ZONE,,11,ZOP,WOLF CON,L,,STRONG,23,Run,,PUNCH,,L,,B,,,,,,4,OVER,,2,,
King's,D,68,4,12,L,2,8,25,RED ZONE,,11,DUMMY,TREY,L,,WEAK,41,Pass,RPO,IZ,LOCK,,,,STICK,,Complete,Z,,4,OVER,,-12,,
King's,D,69,4,12,R,2,20,37,GREEN ZONE,,10,,TRIPS,L,,STRONG,41,Pass,RPO,IZ,,R,,,STICK,,Incomplete,,,4,CAT,,0,,
King's,D,70,4,12,R,3,20,37,GREEN ZONE,,10,,TRIPS,L,,WEAK,32,Pass,SCR,A SLIP SCR WK,,,,,,,Complete,,,2,CAT,,7,,
King's,D,71,4,12,R,4,13,30,GREEN ZONE,,11,ZOP,WOLF CON,R,,WEAK,22,Pass,,5 STEP,,,,,FLO,SLICE,Complete,Y,,4,OVER,6T2F,25,,
King's,D,72,4,12,R,1,5,5,GOALLINE,,11,,TREY,L,YES,WEAK,14,Run,,IZ,READ,L,,A,,,,,,0,OVER,,5,TD,
Lycoming,D,1,1,1,M,0,10,49,UPFIELD,,11,,WOLF,L,,STRONG,23,Run,,IZ,,R,,B,,,,R,,,OVER,,3,,
Lycoming,D,2,1,1,R,2,7,46,UPFIELD,,11,R MESH,EMPTY 32,L,,EMPTY,32,Pass,,5 STEP,,,,,CROSS,CURL,Incomplete,Z,,4,OVER,53F,0,,
Lycoming,D,3,1,1,M,3,7,46,UPFIELD,,10,JAC,TRIPS,R,,STRONG,41,Pass,,5 STEP,,,,,VERTS,X PIVOT,Incomplete,J,,SOLO,CAT,6A0B,0,PUNT,
Lycoming,D,6,1,2,R,1,10,-7,BACKED UP,,11,,TREY,R,,WEAK,41,Run,,IZ,,R,,C,,,,R,,4,OVER,,5,,
Lycoming,D,7,1,2,R,2,5,-12,BACKED UP,,10,R JUMP,TRIPS,L,,WEAK,32,Run,RPO,IZ,LOCK,L,,B,SLANT,,,R,,4,CAT,,5,,
Lycoming,D,8,1,2,R,1,10,-17,BACKED UP,,10,R FLARE,DOUBLES,L,,WEAK,23,Pass,,5 STEP,,,,,SHILO,,Scramble,Q,,1,CAT,50F,5,,
Lycoming,D,9,1,2,L,2,5,-22,UPFIELD,,21,,SLOT,L,,WAGON,21,Pass,RPO,POWER,,R,,,SLANTS,,Complete,Z,,4,OVER,,11,,
Lycoming,D,10,1,2,L,1,10,-33,UPFIELD,,11,,WOLF,L,,STRONG,23,Pass,RPO,IZ,LOCK,R,,,SPEED,SLIDE,Incomplete,Y,,4,OVER,,0,,
Lycoming,D,11,1,2,L,2,10,-33,UPFIELD,,20,JAC,FOX,L,YES,SPLIT,12,Pass,,BOOT,,R,,,STING,,Complete,X,,4,OVER,NAKED,12,,
Lycoming,D,12,1,2,R,1,10,-45,UPFIELD,,20,F ORBIT,FOX,L,,SPLIT,21,Run,,LEAD OPTION,,L,,D,,,,R,,SOLO,OVER,,11,,
Lycoming,D,13,1,2,L,1,10,44,UPFIELD,,10,R MOVE,DOUBLES STACK,R,,STRONG,22,Run,,IZ,LOCK,L,,B,,,,R,,4,CAT,,3,,
Lycoming,D,14,1,2,L,2,7,41,UPFIELD,,11,HARD COUNT,TOM,R,,STRONG,41,Pass,,PAP,,L,,,PIVOT,CURL,Complete,R,,4,OVER,6T3F,5,,
Lycoming,D,15,1,2,L,2,2,36,GREEN ZONE,,11,ZOP,TREY HIP,L,,WEAK,41,Run,SCR,COUNTER TREY,,R,Z FLAT,,,,Complete,Z,,4,OVER,,-6,,
Lycoming,D,16,1,2,R,2,8,42,UPFIELD,,10,,DOUBLES,L,,STRONG,22,Pass,,5 STEP,,,,,WHIRL,DRIVE WHEEL,Scramble,Q,,4,CAT,5A0B,2,,
Lycoming,D,17,1,2,R,3,6,40,UPFIELD,,11,ZOP,WOLF CON,R,,WEAK,22,Pass,,5 STEP,,,,,SHILO,,Complete,Z,,4,CAT,6A0B,4,PUNT,
Lycoming,D,19,2,3,M,0,10,-20,UPFIELD,,11,,TOM,L,,WEAK,32,Pass,,3 STEP,,,,,STICK,CANE,Penalty,X,,4,OVER,6A3F,15,,
Lycoming,D,20,2,3,M,1,10,-35,UPFIELD,,11,,TOM,R,,STRONG,41,Pass,RPO,IZ,LOCK,R,,,SEAM,,Incomplete,Y,,4,OVER,,0,,
Lycoming,D,21,2,3,M,2,10,-35,UPFIELD,,11,ZIN,WOLF CON,R,,STRONG,23,Run,RPO,PUNCH,,R,,A,SPEED,,,R,,4,OVER,,0,,
Lycoming,D,22,2,3,M,3,10,-35,UPFIELD,,10,,DOUBLES,R,,STRONG,22,Pass,,5 STEP,,,,,OPTION,,Complete,X,,8,CAT,6A0B,26,,
Lycoming,D,23,2,3,L,1,10,39,GREEN ZONE,,10,,EMPTY 41,R,,EMPTY,41,Pass,,5 STEP,,R,,,VERTS,,Scramble,Q,,4,CAT,50F,0,,
Lycoming,D,24,2,3,L,1,10,40,UPFIELD,,11,,TOM,R,,WEAK,32,Pass,,3 STEP,,,,,STICK,CANE,Incomplete,X,,4,OVER,6A3F,0,,
Lycoming,D,25,2,3,L,2,10,40,UPFIELD,,11,ZIN,WOLF CON,L,,STRONG,23,Pass,,PAP,,R,,,CROSS,CRACK N GO,Complete,Z,,4,OVER,7A2F,40,TD,
Lycoming,D,27,3,5,L,0,10,-22,UPFIELD,,11,,TREY,L,,WEAK,41,Run,,OZ,,L,,B,,,,R,,7,OVER,,7,,
Lycoming,D,28,3,5,L,2,3,-29,UPFIELD,,11,,TOM,R,,WEAK,32,Run,,IZ,READ,R,,B,,,,R,,7,OVER,,6,,
Lycoming,D,29,3,5,L,1,10,-35,UPFIELD,,10,,DOUBLES,R,,STRONG,22,Run,,WRAP T,,L,,A,,,,R,,4,CAT,,1,,
Lycoming,D,30,3,5,L,2,9,-36,UPFIELD,,20,,FOX,R,,SPLIT,21,Pass,,5 STEP,,,,,MUSTANG,,Sack,Q,,SOLO,OVER,6A3B,-6,,
Lycoming,D,31,3,5,L,3,15,-30,UPFIELD,,10,,TRIPS,R,,WEAK,32,Pass,,5 STEP,,,,,VERTS,COMEBACK,Incomplete,Z,,8,CAT,6A0F,0,PUNT,
Lycoming,D,32,3,6,M,0,10,-20,UPFIELD,,21,,SLOT,R,,SPLIT,21,Pass,,SOP,,L,,,SMASH SW,,Complete,Z,,4,OVER,REACH,50,,
Lycoming,D,33,3,6,M,1,10,30,GREEN ZONE,,11,,TOM,L,,WEAK,32,Run,RPO,COUNTER TREY,,R,,A,GO,,,R,,7,OVER,,5,,
Lycoming,D,34,3,6,R,2,5,25,RED ZONE,,11,DUMMY,TREY,L,,WEAK,41,Run,,IZ,READ,R,,A,,,,R,,4,OVER,,3,,
Lycoming,D,35,3,6,R,3,2,22,RED ZONE,,21,ZOP,PRO CON,R,YES,TRUCK,12,Run,,POWER,,R,,A,,,,R,,SOLO,OVER,,10,,
Lycoming,D,36,3,6,R,1,10,12,RED ZONE,,11,,UNB TOM QUADS WIDE BUNCH,L,,STRONG,50,Run,,IZ,,R,,A,,,,R,,4,OVER,,5,,
Lycoming,D,37,3,6,R,2,5,7,RED ZONE,,11,JOP,TOM HIP,R,YES,STRONG,14,Run,,PUNCH,,R,,B,,,,R,,7,OVER,,7,TD,
Lycoming,D,38,3,7,R,0,10,-31,UPFIELD,,11,ZOP,WOLF CON,R,,STRONG,23,Run,,PUNCH,,R,,C,,,,R,,4,OVER,,4,,
Lycoming,D,39,4,7,R,2,6,-35,UPFIELD,,11,,WOLF,R,,STRONG,23,Pass,,PAP,,L,,,PIVOT,SLAM,Incomplete,Z,,SOLO,OVER,6T3B,0,,
Lycoming,D,41,4,7,R,3,6,-35,UPFIELD,,10,JAC,TRIPS,L,,STRONG,41,Pass,,5 STEP,,,,,FLASH,OUT,Scramble,Q,,BRACKET,CAT,6A0B,10,,
Lycoming,D,42,4,7,L,1,10,-45,UPFIELD,,11,JOP,TOM HIP,L,YES,STRONG,14,Run,,PUNCH,,L,,B,,,,R,,4,OVER,,10,,
Lycoming,D,43,4,7,L,1,10,45,UPFIELD,,11,J ORBIT,PRO,L,YES,SPLIT,23,Run,,IZ,FLIP OPTION,L,,C,,,,R,,4,OVER,,4,,
Lycoming,D,44,4,7,L,2,6,41,UPFIELD,,11,,TOM,R,,STRONG,41,Pass,,5 STEP,,,,,LAYERS,COMEBACK,Complete,X,,SOLO,OVER,6T3F,18,,
Lycoming,D,45,4,7,L,1,10,23,RED ZONE,,11,,TOM,R,,STRONG,41,Pass,RPO,COUNTER TREY,,L,,,TORNADO,,Incomplete,X,,4,OVER,,0,,
Lycoming,D,46,4,7,L,2,10,23,RED ZONE,,11Q,,EMPTY 32 WOLF,L,,EMPTY,32,Run,,Q PUNCH,,L,,A,,,,Q,,4,OVER,,5,,
Lycoming,D,47,4,7,M,3,5,18,RED ZONE,,11,,TOM,R,,WEAK,32,Pass,,5 STEP,,,,,LAYERS,COMEBACK,Incomplete,J,,4,OVER,6A3F,0,,
Lycoming,D,48,4,7,M,4,5,18,RED ZONE,,10,,DOUBLES,R,,STRONG,22,Pass,,5 STEP,,,,,MARKERS,,Complete,J,,SOLO,CAT,6A0B,7,,
Lycoming,D,49,4,7,R,1,10,11,RED ZONE,,11,,UNB TOM QUADS,R,YES,STRONG,5,Run,,PUNCH,,R,,B,,,,R,,4,OVER,,3,,
Lycoming,D,50,4,7,R,2,7,8,RED ZONE,,11,DUMMY,TOM,L,,WEAK,32,Pass,RPO,COUNTER TREY,,R,,,FADE,,Incomplete,X,,4,OVER,,0,,
Lycoming,D,51,4,7,R,3,7,8,RED ZONE,,11,DUMMY,TREY,R,,WEAK,41,Pass,,5 STEP,,,,,SEAM SW,CORNER,Incomplete,J,,7,OVER,6T2F,0,FG,
Lycoming,D,52,4,8,M,0,10,-48,UPFIELD,,20,JOP,FOX HIP,R,YES,TRUCK,13,Run,,POWER,,R,,A,,,,R,,SOLO,OVER,,4,,
Lycoming,D,53,4,8,R,2,6,48,UPFIELD,,11,,TOM,L,,WEAK,32,Run,,IZ,READ,L,,A,,,,R,,SOLO,OVER,,3,,
Lycoming,D,55,4,8,R,1,10,32,GREEN ZONE,,11,,TOM,L,,STRONG,41,Pass,,5 STEP,,,,,VERTS,COMEBACK,Incomplete,J,,MATCH,OVER,6T3F,0,,
Lycoming,D,56,4,8,R,2,10,32,GREEN ZONE,,01Q,J FLARE,TREY,R,,STRONG,32,Run,SCR,Q COUNTER TREY,,L,,,,,Complete,J,,4,OVER,,13,,
Lycoming,D,57,4,8,L,1,10,19,RED ZONE,,11,,TREY,L,,WEAK,41,Run,,IZ,FLIP,R,,C,,,,R,,SOLO,OVER,,2,,
Lycoming,D,58,4,8,L,2,8,17,RED ZONE,,11,ZOP,TREY HIP,L,,WEAK,41,Run,,COUNTER TREY,,R,Z FLAT,C,,,,R,,4,OVER,,0,,
Lycoming,D,59,4,8,R,3,8,17,RED ZONE,,10,,DOUBLES,L,,WEAK,23,Pass,,5 STEP,,,,,SMASH RETURN,NOD,Complete,J,,SOLO,CAT,6A0F,17,TD,
WILKES,D,1,1,1,M,0,10,28,GREEN ZONE,,20,,FOX,L,,SPLIT,21,Pass,,PAP,IZ,R,,,SILO,POST,Complete,X,,4,SHADE,6T3F,28,TD,
WILKES,D,2,1,2,L,0,10,-42,UPFIELD,,20,JAC,FOX,L,YES,SPLIT,12,Pass,,PAP,IZ,R,,,,ALERT N GO,Complete,J,,7,FLIP,7A3F,30,,
WILKES,D,3,1,2,L,1,10,28,GREEN ZONE,,11,,TREY,L,,WEAK,41,Run,,IZ,LOCK,L,,A,,,,R,,7,FIELD,,1,,
WILKES,D,4,1,2,L,2,9,27,GREEN ZONE,,11,DUMMY,TREY,L,,WEAK,41,Pass,,5 STEP,,,,,VERTS,,Scramble,Q,,7,FIELD,6T1F,6,,
WILKES,D,5,1,2,M,3,3,21,RED ZONE,,21,,PRO TY,R,,WEAK,32,Run,,IZ,READ,R,,A,,,,R,,SOLO,OVER,,1,,
WILKES,D,6,1,2,M,4,2,20,RED ZONE,,21,,PRO TY,R,,STRONG,41,Pass,,5 STEP,,,,,DOZER,,Complete,,,MATCH,OVER,6T3F,14,,
WILKES,D,8,1,2,L,1,11,11,RED ZONE,,11,YOP,TOM OFF,R,,STRONG,41,Pass,RPO,IZ,LOCK,L,,,SEAM,,Complete,Z,,1,FLIP,,11,TD,
WILKES,D,9,1,3,R,0,10,31,GREEN ZONE,,11,,WOLF,R,,STRONG,23,Pass,,5 STEP,,,,,PIVOT,TRAIL,Incomplete,X,,1,OVER,6T3B,0,,
WILKES,D,10,1,3,R,2,10,31,GREEN ZONE,,11,ZIP,WOLF CON,R,,STRONG,23,Run,,PUNCH,,R,,B,,,,R,,6,OVER,,3,,
WILKES,D,11,1,3,R,3,7,28,GREEN ZONE,,10,JAC,TRIPS,L,,STRONG,41,Pass,,4 STEP,,,,,STICK,BENCH,Complete,J,,1,CAT,6T0F,7,,
WILKES,D,13,1,3,L,1,15,26,RED ZONE,,10,JOP,TRIPS HIP,R,,STRONG,41,Pass,RPO,IZ,LOCK,L,,,LIZARD,,Complete,J,,CLUB WEAK,DOG,,2,,
WILKES,D,14,1,3,R,2,13,19,RED ZONE,,11,,WOLF,R,,WEAK,22,Pass,,5 STEP,,,,,SHILO,,Complete,J,,4,OVER,6A3B,8,,
WILKES,D,15,1,3,R,3,5,16,RED ZONE,,11,ZIN,WOLF CON,R,,STRONG,23,Pass,,5 STEP,,,,,FLO,DRIVE,Complete,J,,7,OVER,6A2F,11,,
WILKES,D,16,1,3,L,1,5,5,RED ZONE,,11,,TOM,R,,WEAK,32,Pass,,3 STEP,,,,,STICK,SPEED,Complete,X,,MATCH,OVER,6A3F,4,,
WILKES,D,17,1,3,L,2,1,1,GOALLINE,,22,XIN,BOX CUT UND,L,,I,21,Run,,Q SNEAK,,L,,A,,,,Q,,MATCH,OPP,,1,TD,
WILKES,D,18,1,4,R,0,10,43,UPFIELD,,11,,WOLF,R,,STRONG,23,Run,RPO,IZ,,L,,A,,GLANCE,,R,,BRACKET,OVER,,9,,
WILKES,D,19,1,4,M,2,1,34,GREEN ZONE,,11,,TREY,R,,WEAK,41,Run,,IZ,LOCK,R,,A,,,,R,,7,OVER,,10,,
WILKES,D,20,1,4,M,1,10,24,RED ZONE,,11,,TOM,L,,STRONG,41,Pass,,5 STEP,,,,,FLO,X PIVOT,Incomplete,Y,,0,OVER,6A2B,0,,
WILKES,D,21,1,4,L,2,10,24,RED ZONE,,11,JOP,TOM HIP,L,YES,STRONG,14,Run,,PUNCH,,L,,B,,,,R,,4,EVEN,,2,,
WILKES,D,22,1,4,L,3,8,22,RED ZONE,,20,,FOX CON,R,,SPLIT,21,Pass,,PAP,IZ,R,,,VIPER,,Sack,Q,,BRACKET,SHADE,6T1B,-9,PUNT,
WILKES,D,23,2,5,R,0,10,29,GREEN ZONE,,11,,FOX,L,,KING,21,Run,RPO,IZ,LEAD,L,,A,,GLANCE,,R,,0,OVER,,-5,,
