OPP TEAM,ODK,PLAY #,QTR,SERIES,HASH,T & 10,DN,DIST,YARD LN,FZ,GN/LS,RESULT,SIT,PERSONNEL,MOTION,OFF FORM,FORM LT/RT,FIB,BACKFIELD,FORM CODE,PLAY TYPE,PLAY TYPE 2,OFF PLAY,RUN TAG,PLAY DIR,SCR TAG,ROUTE CONCEPT,ROUTE 2,BC,GAP,PASS ZONE,COVERAGE,PROTECTION (D),DEF FRONT,STUNT,BLITZ,POST SACK,SERIES END,LAUNCH PT,LAUNCH TIME,ESCAPE PTS,2&10,PEN +/-,PENALTY
Widener University,O,157,4,24,R,,2,17,49,MIDFIELD,0,Incomplete,,10,,DBLS,LT,,STRONG,,Pass,,5 STEP,,L,,VERT SWITCH,OUT DIG,,,4,3,63TF,OVER,,,S,,8LG,256,,,,
Widener University,O,158,4,24,R,,3,17,49,MIDFIELD,-4,Sack,,10,,DBLS STACKED,LT,,STRONG,,Pass,,5 STEP,,R,,VERTS,,Q,,,4,61TF,UNDER,,,,PUNT,,,,,,
Widener University,O,163,4,26,R,T,1,10,37,GREEN ZONE,0,Rush,,22T,,BOX,LT,,KING,,Run,,Q OZ,CAT,R,,,,T,E-Alley,,,,OVER,,,,,,,,,,
Widener University,O,164,4,26,R,,1,10,21,RED ZONE,0,Rush,,22T,Z JET,BOX,RT,,TRUCK,,Run,,IZ,BASE,L,,,,T,A,,,,OVER,,,,,,,,,,
Widener University,O,165,4,26,R,,2,10,21,RED ZONE,9,Rush,,22T,,BOX,LT,,TRUCK,,Run,,Q COUNTER,CAT,L,,,,Q,C,,,,OVER,,,,,,,,,,
Widener University,O,166,4,26,L,,3,1,12,RED ZONE,-1,Rush,,22T,Z JET,BOX,RT,,TRUCK,,Run,,Q ISO,CAT,R,,,,Q,B,,,,OVER,,,,,,,,,,
Wilkes University,O,10,1,1,R,T,1,10,-16,UPFIELD,10,Rush,,10,,DBLS,LT,,WK,,Run,,SPEED OPTION,,R,,,,T,E-Alley,,,,OVER,,,,,,,,,,
Wilkes University,O,11,1,1,R,,1,10,-26,UPFIELD,2,Complete,,10,,WIDE BUNCH,LT,YES,STRONG,,Pass,RPO,SMOKE,,R,SMOKE,ROCKET,,Z,,3,2,,OVER,,,,,5OC,125,,,,
Wilkes University,O,12,1,1,R,,2,8,-28,UPFIELD,8,Rush,,11,,WOLF,RT,,STRONG,32,Run,RPO,IZ,READ,L,,,,T,A,,,,OVER,,,,,,,,,,
Wilkes University,O,13,1,1,R,,3,1,-36,UPFIELD,0,Rush,,11,,FOX CON,RT,YES,TRUCK,,Run,,DUO,,L,,,,T,B,,,,OVER,,,,PUNT,,,,,,
Wilkes University,O,24,1,2,R,T,1,10,-20,UPFIELD,22,Rush,,11,,TREY,RT,,WK,,Run,,PUNCH,,L,,,,T,B,,,,OVER,,,,,,,,,,
Wilkes University,O,25,1,2,R,,1,10,-42,MIDFIELD,1,Rush,,11,T JUMP,TREY,RT,,STRONG,,Run,,OZ,,L,,,,T,C,,,,OVER,,,,,,,,,,
Wilkes University,O,26,1,2,R,,2,9,-43,MIDFIELD,25,Complete,,11,,WOLF,RT,,WK,,Pass,,PAP,IZ,L,,,,X,,7,3,61TF,OVER,,,,,7OC,254,,,,
Wilkes University,O,27,1,2,M,,1,10,32,GREEN ZONE,0,Incomplete,,10,,DBLS,RT,,STRONG,,Pass,,5 STEP,,L,,SHILO,,,,4,2,63TB,OVER,,,,,8LOOP,360,LOOP,,,
Wilkes University,O,28,1,2,M,,2,10,32,GREEN ZONE,6,Rush,,11,,TOM CUT,RT,,STRONG,,Run,,PUNCH,,L,,,,T,B,,,,OVER,,,,,,,,,,
Wilkes University,O,29,1,2,M,,3,4,26,RED ZONE,8,Complete,,11,,WOLF,RT,,STRONG,,Pass,RPO,IZ,,R,,Y FLAT,,T,A,3,2,,OVER,,,,,5OC,,,,,
Wilkes University,O,30,1,2,R,,1,10,18,RED ZONE,-3,Complete,,11,,TREY WIDE BUNCH,RT,,STRONG,,Pass,,SMOKE,,R,,ROCKET,,X,,3,2,,OVER,,,,,5OC,122,,,,
Wilkes University,O,31,1,2,R,,2,12,21,RED ZONE,0,Incomplete,,11,,TOM,LT,,STRONG,,Pass,,5 STEP,,R,,SHILO,,,,8,3,63AB,OVER,,,,,7OC,234,,,,
Wilkes University,O,32,1,2,R,,3,12,21,RED ZONE,11,Complete,,10,,TRIPS,LT,,WK,,Pass,SCR,T SLIP,,R,,T SLIP,,T,,3,2,,OVER,,,,,10OC,215,,,,
Wilkes University,O,33,1,2,R,,4,1,10,RED ZONE,10,Rush,,12,,PRO,LT,,KING,,Run,,IZ,BASE,L,,,,T,A,,,,OVER,,,,TOD,,,,,,
Wilkes University,O,40,2,3,M,,0,10,-26,UPFIELD,0,Fumble,,11,,FOX,RT,,QUEEN,,Pass,,PAP,IZ,R,,DEEP SWITCH,,,,,3,62TFS,OVER,,,,,,,,,,
Wilkes University,O,44,2,4,R,,0,10,-28,UPFIELD,-14,Rush,,11,,FOX,RT,,SPLIT,,Run,,OZ,,R,,,,T,D,,,,OVER,,,,,,,,,,
Wilkes University,O,46,2,4,R,,1,20,-19,UPFIELD,11,Rush,,10,,DBLS,LT,,STRONG,,Run,RPO,IZ,READ,R,,,,T,A,,,,UNDER,,,,,,,,,,
Wilkes University,O,47,2,4,R,,2,9,-30,UPFIELD,2,Scramble,,10,,TRIPS,LT,,WK,,Pass,,5 STEP,,R,,SHILO,,,,,3,60AF,UNDER,,,,,,,RA,,,
Wilkes University,O,48,2,4,R,,3,7,-32,UPFIELD,0,Interception,,10,,TRIPS,LT,,STRONG,,Pass,,5 STEP,,L,,DEEP OUT,VERT,,,4,2,60TF,UNDER,,,,,5LOOP,484,LOOP,,,D-Pass Interference
Wilkes University,O,49,2,4,L,,1,10,-32,UPFIELD,8,Scramble,,11,,WOLF,LT,,STRONG,,Pass,RPO,GLANCE,,L,,SKINNY,,,,,3,,OVER,,,,,,,LOOP,,,
Wilkes University,O,50,2,4,L,,2,5,-40,MIDFIELD,0,Rush,,11,,TREY,LT,,WK,,Run,,IZ,,L,,,,T,,,,,UNDER,,,,,,,,,,
Wilkes University,O,51,2,4,L,,3,5,-40,MIDFIELD,4,Complete,,10,,DBLS,RT,,STRONG,,Pass,,5 STEP,,L,,SHILO,,J,,1,3,60AB,UNDER,,,,PUNT,7OC,269,,,,
Wilkes University,O,63,2,5,L,T,1,10,-10,UPFIELD,1,Rush,,11,,FOX,RT,,KING,32,Run,,IZ,BASE,R,,,,T,,,,,UNDER,,,,,,,,,,
Wilkes University,O,64,2,5,L,,2,9,-11,UPFIELD,31,Complete,,11,,WOLF,LT,,STRONG,,Pass,,5 STEP,,L,,DEEP SWITCH,,X,,8,2,62AF,OVER,,,,,7OC,281,,,,
Wilkes University,O,65,2,5,M,,1,10,-42,MIDFIELD,20,Complete,,11,,TREY WIDE BUNCH,RT,YES,STRONG,,Pass,TRICK,SMOKE GO,,L,,ROCKET GO,,J,,7,3,63TB,OVER,,,,,6OC,228,,,,
Wilkes University,O,66,2,5,L,,1,10,38,GREEN ZONE,8,Rush,,11,T JUMP,FOX,RT,,KING,32,Run,RPO,IZ,BASE,R,,,,T,C,,,,OVER,,,,,,,,,,
Wilkes University,O,67,2,5,L,,2,3,31,GREEN ZONE,4,Rush,,11,,WOLF,RT,,STRONG,,Run,RPO,IZ,,L,,,,T,A,,,,UNDER,,,,,,,,,,
Wilkes University,O,68,2,5,R,,1,10,27,GREEN ZONE,-8,Sack,,11,,TREY,LT,,WK,,Pass,,5 STEP,,R,,VERTS,COMEBACK,,,,3,63AB,OVER,,,,,,,,,,
Wilkes University,O,69,2,5,L,,2,18,35,GREEN ZONE,0,Incomplete,,10,,DBLS,RT,,STRONG,,Pass,,5 STEP,,L,,OUT COMEBACK GO,VERT,,,7,3,60AB,UNDER,,,S,,6OC,262,,,,
Wilkes University,O,70,2,5,L,,3,18,35,GREEN ZONE,0,Incomplete,,10,,TRIPS,RT,,STRONG,,Pass,,5 STEP,,L,,VERTS,,,,7,2,63AB,OVER,,,,,6OC,238,,,,D-Pass Interference
Wilkes University,O,71,2,5,L,,1,10,25,RED ZONE,1,Rush,,11,,FOX,RT,,KING,32,Run,,IZ,BASE,R,,,,T,C,,,,OVER,,,,,,,,,,
Wilkes University,O,72,2,5,L,,2,9,24,RED ZONE,5,Rush,,11,,TOM,RT,,STRONG,,Run,RPO,OZ,,L,,,,T,E-Alley,,,,OVER,,,,,,,,,,
Wilkes University,O,73,2,5,L,,3,4,19,RED ZONE,12,Rush,,11,J JET,WOLF,LT,,STRONG,,Pass,,JET,,L,,,,J,D,,,,OVER,,,,,,,,,,
Wilkes University,O,74,2,5,L,,1,7,7,RED ZONE,4,Rush,,11,,FOX CUT,RT,,TRUCK,21,Run,,IZ,BASE,L,,,,T,B,,,,OVER,,,,,,,,,,
Wilkes University,O,75,2,5,L,,2,3,3,GOALLINE,3,TD,,12,,PRO,RT,,KING,,Pass,,NAKED,,L,,OUT CROSS,,F,,1,0,NAKED,OVER,,,,TD,5LOOP,297,LOOP,,,
Wilkes University,O,2,3,6,L,,0,10,-20,UPFIELD,2,Rush,,11,,TOM,RT,,WK,32,Run,,IZ,READ,R,,,,Q,C,,,,OVER,,,,,,,,,,
Wilkes University,O,3,3,6,L,,2,7,-22,UPFIELD,0,Incomplete,,11,,WOLF,LT,,WK,,Pass,,5 STEP,,L,,OUT DRAG,VERT,,,4,3,63AB,OVER,,,,,7OC,256,,,,
Wilkes University,O,4,3,6,L,,3,7,-22,UPFIELD,0,Scramble,,10,,DBLS CON,RT,,STRONG,,Pass,,5 STEP,,L,,OUT CURL,CORNER POST,,,,2,63AB,OVER,,,,PUNT,,,RA,,,
Wilkes University,O,17,3,7,L,,0,10,-30,UPFIELD,4,Complete,,11,,TREY,LT,,WK,,Run,RPO,PUNCH,,R,,,,S,,,,,OVER,,,,,,,,,,
Wilkes University,O,19,3,7,R,,2,11,-29,UPFIELD,-1,Complete,,11,J ACROSS,FOX,RT,YES,SPLIT,,Run,RPO,ISO,,R,,,,J,,,,,UNDER,,,,,,,,,,
Wilkes University,O,20,3,7,R,,3,11,-28,UPFIELD,0,Interception,,10,,DBLS,LT,,STRONG,,Pass,,5 STEP,,R,,OUT CURL,VERT SWITCH,,,8,2,60AF,UNDER,,,,INT,5OC,309,,,,
Wilkes University,O,29,3,8,R,T,1,10,-20,UPFIELD,5,Rush,,11,,WOLF,RT,,STRONG,,Run,,PUNCH,,L,,,,T,A,,,,UNDER,,,,,,,,,,
Wilkes University,O,30,3,8,R,,2,5,-25,UPFIELD,2,Rush,,11,,WOLF,RT,,WK,,Run,,IZ,READ,R,,,,T,A,,,,OVER,,,,,,,,,,
Wilkes University,O,31,3,8,R,,3,3,-27,UPFIELD,0,Incomplete,,11,,WOLF,RT,,STRONG,,Pass,,5 STEP,,R,,SHILO,,,,,2,62AF,OVER,,,,PUNT,5OC,328,,,,
Wilkes University,O,38,4,9,M,,0,10,-35,UPFIELD,7,Scramble,,11,,FOX,LT,,QUEEN,,Pass,,PAP,IZ,L,,DEEP SWITCH,,,,,3,63AB,OVER,,,,,,,LA,,,
Wilkes University,O,39,4,9,R,,2,3,-42,MIDFIELD,0,Rush,,11,,FOX,LT,,TRUCK,,Run,,IZ LEAD,,L,,,,,,,,,UNDER,,,,,,,,,,
Wilkes University,O,40,4,9,,,3,3,-42,MIDFIELD,0,Incomplete,,11,,TOM,LT,,WK,,Pass,,5 STEP,,L,,DRIVE VERTS,,,,1,3,60AF,UNDER,,,,PUNT,7LG,222,,,,
Wilkes University,O,50,4,10,,T,1,10,-33,UPFIELD,0,Interception,,10,,TRIPS,LT,,STRONG,,Pass,,PAP,IZ,R,,VERTS,,,,8,2,60TF,UNDER,,,,INT,7OC,257,,,,
Wilkes University,O,56,4,11,,,0,10,-20,UPFIELD,9,Rush,,11,,WOLF,RT,,STRONG,,Pass,RPO,IZ,,R,,Y OUT,,,,3,3,,OVER,,,,,5OC,,,,,
Wilkes University,O,57,4,11,,,2,1,-29,UPFIELD,1,,,11,,,,,,,Run,,PUNCH,,,,,,,,,,,OVER,,,,,,,,,,
Wilkes University,O,59,4,11,,,2,3,-37,UPFIELD,0,Incomplete,,10,,DBLS CON,LT,,STRONG,,Pass,,5 STEP,,R,,OUT VERT,SLANT,,,9,3,60AB,UNDER,,,,,7OC,187,,,,
Wilkes University,O,61,4,11,,,3,3,-37,UPFIELD,0,Incomplete,,10,,DBLS CON,LT,,STRONG,,Pass,,5 STEP,,L,,HITCH SLANT,,,,5,2,60AB,UNDER,,,,PUNT,6OC,166,,,,
Wilkes University,O,73,4,12,,,1,10,-20,UPFIELD,0,Incomplete,,10,,TRIPS,RT,,WK,,Pass,,5 STEP,,L,,OUT VERT,,,,7,2,60AF,UNDER,,,,,7LG,219,,,,
Wilkes University,O,74,4,12,,,2,10,-20,UPFIELD,0,Incomplete,,10,,TRIPS,RT,,STRONG,,Pass,,5 STEP,,L,,DEEP OUT,VERT,,,4,2 MAN,60TF,UNDER,,,,,7OC,243,,,,
Wilkes University,O,75,4,12,,,3,10,-20,UPFIELD,0,Incomplete,,10,,DBLS,RT,,STRONG,,Pass,,5 STEP,,L,,OUT CURL,VERTS,,,7,4,60AB,UNDER,,,,,6LG,247,,,,
Wilkes University,O,76,4,12,,,4,10,-20,UPFIELD,0,Incomplete,,10,,DBLS,RT,,STRONG,,Pass,,5 STEP,,L,,VERTS,WHEEL/CURL,,,7,4,60AB,UNDER,,,,TOD,6LG,325,,,,
Wilkes University,O,81,4,13,,,1,10,-30,UPFIELD,0,Incomplete,,10,S ACROSS,DBLS CON,LT,,STRONG,,Pass,,PAP,IZ,R,,VERTS,,,,9,2,60TF,UNDER,,,,,6RT,335,,,,
Wilkes University,O,82,4,13,,,1,10,-47,MIDFIELD,3,Scramble,,10,,DBLS CON,LT,,STRONG,,Pass,,5 STEP,,L,,SMASH,,,,,2,60AB,UNDER,,,,,,,RA,,,
Wilkes University,O,83,4,13,,,2,7,50,MIDFIELD,23,Complete,,10,,TRIPS,LT,,WK,,Pass,,5 STEP,,R,,SPACING,VERT,X,,6,2,60AF,UNDER,,,,,7RG,241,,,,
Wilkes University,O,84,4,13,,,1,10,27,GREEN ZONE,-7,Sack,,10,,TRIPS,LT,,WK,,Pass,,5 STEP,,R,,CURL OUT,,,,,2,60AF,UNDER,,,,,,,,,,
Wilkes University,O,85,4,13,,,2,16,34,GREEN ZONE,0,Incomplete,,10,,TRIPS,LT,,STRONG,,Pass,,5 STEP,,L,,VERTS,,,,7,2,60TFS,UNDER,,,,,6LT,365,,,,
Wilkes University,O,86,4,13,,,3,16,34,GREEN ZONE,1,Incomplete,,10,,,,,,,Pass,,5 STEP,,R,,,,,,3,,60AF,UNDER,,,,,4RG,,,,,
Wilkes University,O,87,4,13,,,4,16,33,GREEN ZONE,33,TD,,10,,TRIPS,LT,,STRONG,,Pass,,5 STEP,,R,,VERTS,,S,,9,2,60TF,UNDER,,,,TD,5RT,406,,,,
Misericordia University,O,2,1,1,M,,0,10,-21,UPFIELD,2,Rush,,12,,SLOT,LT,,WAGON,,Run,,IZ,BASE,L,,,,T,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,3,1,1,M,,2,7,-23,UPFIELD,6,Complete,,12,,SLOT,LT,,WAGON,,Pass,,S SCREEN,,R,,S SCREEN,,J,,3,4,SCREEN,UNDER,,,,,7OC,197,,,,
Misericordia University,O,4,1,1,R,,3,2,-29,UPFIELD,4,Rush,,22T,Z JET,BOX,RT,,TRUCK,,Run,,Q ISO,CAT,R,,,,Q,B,,,,UNDER,,,,,,,,,,
Misericordia University,O,5,1,1,R,,1,10,-33,UPFIELD,-10,Scramble,,10,,DBLS,LT,,STRONG,,Pass,,5 STEP,,R,,VERTS,HITCH GO,Q,,,4,60TF,UNDER,,,,,,,RC,,,
Misericordia University,O,6,1,1,R,,1,20,-23,UPFIELD,1,Complete,,11,X IN,WOLF CON,RT,,WK,,Pass,,PAP,IZ,L,,Z FLAT,,Z,,1,2,60TFS,UNDER,,,,,5OC,213,,,,
Misericordia University,O,7,1,1,R,,2,19,-24,UPFIELD,12,Complete,,11,S ACROSS,WOLF CON,RT,,WK,,Pass,,5 STEP,,L,,SHILO,,T,,1,2,60AB,UNDER,,,,,7LT,387,,,,
Misericordia University,O,8,1,1,L,,3,7,-36,UPFIELD,0,Incomplete,,10,,DBLS,RT,,STRONG,,Pass,,5 STEP,,L,,COMEBACK,VERTS,,,4,2,60AB,UNDER,,,,PUNT,6LT,419,,,,
Misericordia University,O,10,1,2,L,T,1,10,16,RED ZONE,16,TD,,12,,SLOT,LT,,KING,,Pass,,PAP,IZ,R,,VERT SLANT,,J,,9,3,60AB,UNDER,,,,TD,5RG,182,,,,
Misericordia University,O,17,1,4,R,,0,10,-22,UPFIELD,6,Rush,,11,J ACROSS,TOM,RT,,WK,,Run,,POWER,,L,,,,T,B,,,,UNDER,,,,,,,,,,
Misericordia University,O,18,1,4,M,,2,4,-28,UPFIELD,12,Complete,,11,S RETURN,SLOT,LT,,WK,,Pass,,PAP,IZ,R,,S FLAT,,S,,3,3,60ABS,UNDER,,,,,6RG,187,,,,
Misericordia University,O,19,1,4,R,,1,10,-40,MIDFIELD,8,Rush,,11,J JET,WOLF,RT,,STRONG,,Pass,,JET,,R,,,,J,E-Alley,,,,UNDER,,,,,,,,,,
Misericordia University,O,20,1,4,R,,2,2,-48,MIDFIELD,7,Rush,,11,,WOLF,RT,,WK,,Run,,IZ,READ,R,,,,T,B,,,,UNDER,,,,,,,,,,
Misericordia University,O,21,1,4,M,,1,10,45,MIDFIELD,37,Complete,,11,J JET,FOX,LT,,WAGON,,Pass,,PAP,JET,R,,SKINNY,WHEEL,X,,9,1,60AFS,UNDER,,,,,7RG,266,,,,
Misericordia University,O,22,1,4,M,,1,8,8,RED ZONE,3,Rush,,22T,,BOX,RT,,KING,,Run,,Q OZ,CAT,R,,,,Q,A,,,,UNDER,,,,,,,,,,
Misericordia University,O,23,1,4,R,,2,6,5,RED ZONE,5,Rush,,22T,Z JET,BOX,RT,,TRUCK,,Run,,Q POWER,CAT,R,,,,Q,B,,,,UNDER,,,,TD,,,,,,
Misericordia University,O,30,1,6,L,,0,10,-7,BACKED UP,7,Rush,,11,J JET,WOLF,LT,,WK,,Run,,COUNTER,,L,,,,T,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,31,1,6,L,,2,3,-14,UPFIELD,7,Rush,,11,J ACROSS,TOM,LT,YES,WK,,Run,,OZ,,L,,,,T,E-Alley,,,,UNDER,,,,,,,,,,
Misericordia University,O,32,1,6,L,,1,10,-21,UPFIELD,2,Rush,,11,J ACROSS,TOM,RT,,WK,,Run,,POWER,,R,,,,T,B,,,,UNDER,,,,,,,,,,
Misericordia University,O,33,1,6,R,,2,8,-23,UPFIELD,7,Rush,,10,,DBLS,LT,,WK,,Run,,OZ,,L,,,,T,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,34,1,6,M,,3,1,-30,UPFIELD,5,Rush,,22T,Z JET,BOX,RT,,TRUCK,,Run,,Q POWER,CAT,R,,,,Q,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,35,1,6,R,,1,10,-35,UPFIELD,1,Rush,,11,J HIP,SLOT TY,RT,,WK,,Run,,POWER,,R,,,,T,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,36,1,6,R,,2,9,-36,UPFIELD,10,Complete,,10,S ACROSS,DBLS,LT,,STRONG,,Pass,,ROCKET,,R,,Z SCREEN,,Z,,3,4,SCREEN,UNDER,,,,,7OC,206,,,,
Misericordia University,O,37,1,6,R,,1,10,-46,MIDFIELD,1,Rush,,11,X ORBIT,WOLF,RT,,WK,,Run,,OZ,,R,,,,T,D,,,,UNDER,,,,,,,,,,
Misericordia University,O,38,2,6,R,,2,9,-47,MIDFIELD,4,Rush,,11,X IN,WOLF,RT,,WK,,Run,,POWER,,R,,,,T,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,39,2,6,R,,3,5,49,MIDFIELD,9,Complete,,10,,DBLS STACKED,LT,,STRONG,,Pass,,5 STEP,,R,,SHALLOW,VERTS,S,,3,3,60AB,UNDER,,,,,6RG,225,,,,
Misericordia University,O,40,2,6,R,,1,10,40,MIDFIELD,10,Complete,,10,S ACROSS,DBLS,LT,,STRONG,,Pass,,5 STEP,,L,,SMASH,ROCKET GO,Z,,1,3,60AB,UNDER,,,,,6LOOP,350,,,,
Misericordia University,O,41,2,6,L,,1,10,30,GREEN ZONE,0,Incomplete,,10,,DBLS CON,RT,,STRONG,,Pass,,5 STEP,,L,,OUT VERT,,,,7,3,60AB,UNDER,,,,,6OC,188,,,,
Misericordia University,O,42,2,6,L,,2,10,30,GREEN ZONE,5,Rush,,11,J JET,WOLF,LT,,STRONG,,Pass,,JET,,L,,,,J,E-Alley,,,,UNDER,,,,,,,,,,
Misericordia University,O,43,2,6,L,,3,5,25,RED ZONE,16,Complete,,11,,TOM,RT,,WK,,Pass,,5 STEP,,L,,VERT COMEBACK,,X,,4,4,60AF,UNDER,,,,,7OC,222,,,,
Misericordia University,O,44,2,6,L,,1,9,9,RED ZONE,1,Rush,,11,,TOM,RT,,WK,,Run,,IZ,READ,R,,,,T,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,45,2,6,L,,2,8,8,RED ZONE,0,Rush,,12,X IN,WOLF,LT,,WK,,Run,,POWER,,L,,,,T,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,46,2,6,L,,3,8,8,RED ZONE,8,TD,,10,,TRIPS,RT,,STRONG,,Pass,,5 STEP,,R,,VERTS,STICK GO,J,,6,2,60TB,UNDER,,,,TD,7RG,231,,,,
Misericordia University,O,63,2,7,R,T,1,10,-23,UPFIELD,11,Complete,,11,X IN,WOLF,RT,,STRONG,,Pass,,5 STEP,,L,,SHILO,,Y,,2,2,60AF,UNDER,,,,,7OC,272,,,,
Misericordia University,O,64,2,7,L,,1,10,-34,UPFIELD,4,Rush,,11,,TOM,RT,,STRONG,,Run,,ZN OPTION,,R,,,,Q,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,65,2,7,M,,2,6,-38,UPFIELD,9,Rush,,11,S HIP,WOLF,RT,,WK,,Run,,COUNTER,,R,,,,T,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,66,2,7,R,,1,10,-47,MIDFIELD,53,Complete,,10,,DBLS,LT,,STRONG,,Pass,,5 STEP,,R,,OUT VERT,SLANT,S,,6,2,60MAN,UNDER,,,,FUMBLE,6OC,216,,,,
Misericordia University,O,71,2,8,R,,0,10,-8,BACKED UP,5,Rush,,12,,SLOT,RT,,TRUCK,,Run,,IZ LEAD,,L,,,,T,A,,,,UNDER,,,,,,,,,,
Misericordia University,O,72,2,8,M,,2,4,-13,UPFIELD,1,Rush,,12,,SLOT,RT,,KING,,Run,,IZ,BASE,L,,,,T,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,73,2,8,L,,3,2,-14,UPFIELD,0,Rush,,22T,Z JET,BOX,RT,,KING,,Run,,JET,CAT,R,,,,X,E-Alley,,,,UNDER,,,,PUNT,,,,,,
Misericordia University,O,77,2,9,L,T,1,10,30,GREEN ZONE,0,Incomplete,,10,,TRIPS,RT,,WK,,Pass,,5 STEP,,L,,VERTS,SLANT,,,7,3,60AB,UNDER,,,,,7OC,265,,,,
Misericordia University,O,78,2,9,L,,2,10,30,GREEN ZONE,24,Complete,,10,,TRIPS,RT,,WK,,Pass,SCR,T SLIP,,L,,T SCREEN,,T,,1,2,SCREEN,UNDER,,,,,9OC,238,,,,
Misericordia University,O,79,2,9,L,,1,6,6,RED ZONE,0,Incomplete,,10,,TREY WIDE BUNCH,RT,,WK,,Pass,,5 STEP,,R,,SPACING,,,,6,3,60AB,UNDER,,,,,6RG,171,,,,
Misericordia University,O,80,2,9,L,,2,6,6,RED ZONE,0,Rush,,22T,,BOX,RT,,TRUCK,,Run,,Q COUNTER,CAT,L,,,,Q,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,82,2,9,L,,3,6,6,RED ZONE,0,Scramble,,10,,DBLS,RT,,STRONG,,Pass,,5 STEP,,R,,SMASH RETURN,,,,,2,60AB,UNDER,,,,FG,,,RB,,,
Misericordia University,O,9,3,11,R,,0,10,-35,UPFIELD,5,Rush,,11,X HIP,WOLF,RT,,WK,,Run,,POWER,,R,,,,T,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,10,3,11,R,,2,5,-40,MIDFIELD,12,Complete,,11,S IN,SLOT,RT,,WK,,Pass,,PAP,IZ,L,,Z FLAT,,Z,,2,3,60ABS,UNDER,,,,,5OC,210,,,,
Misericordia University,O,11,3,11,L,,1,10,48,MIDFIELD,-3,Rush,,11,,TOM,RT,,WK,,Run,TRICK,REVERSE,,L,,,,J,D,,,,UNDER,,,,,,,,,,
Misericordia University,O,12,3,11,L,,2,13,-49,MIDFIELD,5,Rush,,10,,DBLS CON,RT,,STRONG,,Run,,IZ,,L,,,,T,A,,,,UNDER,,,,,,,,,,
Misericordia University,O,13,3,11,L,,3,8,46,MIDFIELD,11,Complete,,10,S ACROSS,TRIPS,RT,,STRONG,,Pass,,5 STEP,,L,,SHILO,,X,,5,2,60AB,UNDER,,,,,6OC,287,,,,
Misericordia University,O,14,3,11,M,,1,10,35,GREEN ZONE,5,Rush,,10,,TRIPS,RT,,STRONG,,Run,RPO,IZ,READ,L,,,,T,A,,,,UNDER,,,,,,,,,,
Misericordia University,O,15,3,11,M,,2,5,30,GREEN ZONE,12,Complete,,10,,DBLS,RT,,STRONG,,Pass,,5 STEP,,R,,SLANT OUT,,Z,,6,3,60AB,UNDER,,,,,6RG,197,,,,
Misericordia University,O,16,3,11,R,,1,10,18,RED ZONE,8,Complete,,12,,SLOT,RT,,WAGON,,Pass,,PAP,IZ,L,,SMASH,,Z,,4,2,70ABS,UNDER,,,,,6LOOP,394,LOOP,,,
Misericordia University,O,17,3,11,L,,1,5,10,RED ZONE,0,Rush,,12,,UNBALANCED SLOT,LT,,,,Run,,Q OZ,,L,,,,Q,E-Alley,,,,UNDER,,,,,,,,,,
Misericordia University,O,18,3,11,L,,1,10,10,RED ZONE,0,Incomplete,,11,,TOM,RT,,STRONG,,Pass,,3 STEP,,L,,STICK,,,,4,2,60AB,UNDER,,,,,5OC,163,,,,
Misericordia University,O,19,3,11,L,,2,10,10,RED ZONE,0,Rush,,11,,TOM,LT,YES,WK,,Run,RPO,OZ,,L,,,,T,E-Alley,,,,UNDER,,,,,,,,,,
Misericordia University,O,20,3,11,L,,3,10,10,RED ZONE,10,TD,,10,,DBLS CUT CON STACKED,RT,,STRONG,,Pass,,5 STEP,,L,,SMASH,POST,X,,4,2,60TF,UNDER,,,,TD,7OC,215,,,,
Misericordia University,O,31,3,12,,,1,10,50,MIDFIELD,1,Rush,,11,S HIP,WOLF,LT,,WK,,Run,,COUNTER,,L,,,,T,C,,,,UNDER,,,,,,,,,,
Misericordia University,O,33,3,12,,,3,9,49,MIDFIELD,0,Scramble,,10,,DBLS,RT,,STRONG,,Pass,,5 STEP,,R,,DIG,VERT,,,,2,60AB,UNDER,,,,PUNT,,,ROOP,,,
Misericordia University,O,39,3,14,R,,1,10,-10,UPFIELD,7,Rush,,11,,TREY,RT,,WK,,Run,RPO,IZ,,R,,,,T,A,,,,UNDER,,,,,,,,,,
Misericordia University,O,41,4,14,L,,2,3,-17,UPFIELD,7,Rush,,11,J HIP,TOM,RT,,WK,,Run,,POWER,,R,,,,T,C,,,,UNDER,,,,,,,,,,
