OPP TEAM,ODK,PLAY #,QTR,SERIES,HASH,DN,DIST,YARD LN,FZ,SIT,PERSONNEL,MOTION,OFF FORM,FORM LT/RT,FIB,BACKFIELD,FORM CODE,PLAY TYPE,PLAY TYPE 2,OFF PLAY,RUN TAG,PLAY DIR,SCR TAG,GAP,ROUTE CONCEPT,ROUTE 2,RESULT,BC,PASS ZONE,COVERAGE,DEF FRONT,PROTECTION (D),GN/LS,SERIES END,PENALTY
MISERICORDIA,D,22,2,5,L,0,10,50,UPFIELD,,21,,PRO OFF UND,R,,KING,31,Run,,DOWN,,R,,C,,,,R,,HOCKEY,,,2,,
MISERICORDIA,D,23,2,5,M,2,8,48,UPFIELD,,21,Y TRADE,SLOT UND,R,,KING,22,Run,,POWER,ARC,R,,C,,,,R,,4 INVERT,,,2,,
MISERICORDIA,D,24,2,5,R,3,6,46,UPFIELD,,21,,SLOT CUT UND,R,,QUEEN,31,Pass,,BOOT,,R,,,WAGGLE,,Complete,Z,,HOCKEY,,,36,,
MISERICORDIA,D,25,2,5,R,1,10,10,RED ZONE,,21,FLOP,PRO,L,,TRUCK,41,Run,,COUNTER,,L,,A,,,,R,,4,,,-2,,
MISERICORDIA,D,27,2,5,R,2,17,17,RED ZONE,,11,,WOLF,R,,WEAK,22,Pass,,5 STEP,,,,,VERTS,,Incomplete,Y,,6,,,0,,
MISERICORDIA,D,28,2,5,R,3,17,17,RED ZONE,,11,,TOM,L,,STR,41,Pass,SCR,T WRAP SHOVEL,,R,,,,,Complete,R,,6 INVERT,,,11,FG,
MISERICORDIA,D,29,2,6,L,0,10,-40,UPFIELD,2M,11,,TOM,R,,STR,41,Pass,,SOP,,R,,,SWITCH WHEEL,,Incomplete,J,,6 INVERT,,,0,,
MISERICORDIA,D,30,2,6,L,2,10,-40,UPFIELD,2M,11,,TOM,R,,STR,41,Run,,Q SPRINT DRAW,,R,,C,,,,Q,,6,,,5,,
MISERICORDIA,D,31,2,6,R,3,5,-45,UPFIELD,2M,11,,WOLF SIB,L,,STR,22,Pass,,3 STEP,,,,,OAKLAND,,Complete,X,,6 INVERT,,60 DIVE,22,,
MISERICORDIA,D,32,2,6,R,1,10,33,GREEN ZONE,2M,11,,WOLF,R,,WEAK,22,Pass,,SOP,,L,,,STIX,,Complete,J,,6,,,13,,
MISERICORDIA,D,35,2,6,L,2,10,20,RED ZONE,2M,11,,WOLF SIB,R,,STR,22,Pass,,5 STEP,,,,,VERTS,,Complete,J,,TRAP,,,20,TD,
MISERICORDIA,D,36,3,7,L,0,10,-36,UPFIELD,,21,,PRO,R,,QUEEN,22,Run,,Q POWER RD,,L,,C,,,,R,,HOCKEY,,,0,,
MISERICORDIA,D,37,3,7,L,2,10,-36,UPFIELD,,21,,PRO OFF CUT UND,R,,KING,31,Pass,,3 STEP,,,,,OAKLAND,,Complete,X,,ZAR,,60 DIVE,13,,
MISERICORDIA,D,38,3,7,L,1,10,-46,UPFIELD,,22,,BOX UND,R,,I,21,Pass,,PAP,ISO,R,,,CHOICE,GO,Scramble,F,,HOCKEY,,,0,,
MISERICORDIA,D,39,3,7,L,2,10,-46,UPFIELD,,21,,UNB SLOT UND,R,,KING,30,Run,,POWER,ARC,R,,B,,,,R,,HOOPS,,,3,,
MISERICORDIA,D,40,3,7,M,3,7,-49,UPFIELD,,21,YOP,PRO OFF UND,R,YES,KING,13,Pass,,BOOT,CTR TREY,R,,,WAGGLE,,Interception,Z,,HOCKEY,,,0,INT,
MISERICORDIA,D,41,3,8,R,0,10,-41,UPFIELD,,21,YOP,PRO OFF CUT UND,L,,KING,31,Pass,,BOOT,,R,,,WAGGLE,,Complete,Y,,3,,,0,FUMBLE,
MISERICORDIA,D,42,3,9,M,0,10,-16,BACKED UP,,21,,SLOT,L,,QUEEN,31,Run,,Q SPRINT DRAW,,R,,A,,,,Q,,4 INVERT,,,0,,
MISERICORDIA,D,43,3,9,M,2,10,-16,BACKED UP,,22,,BOX UND,R,,I,21,Run,,ISO,,R,,C,,,,R,,HOCKEY,,,33,,
MISERICORDIA,D,44,3,9,R,1,10,-49,UPFIELD,,21,,PRO,L,,KING,31,Run,,Q ISO,A SWING,L,,A,,,,Q,,4,,,7,,
MISERICORDIA,D,45,3,9,R,2,5,44,UPFIELD,,21,,SLOT UND,R,,QUEEN,31,Run,,OZ,,L,,B,,,,R,,4 INVERT,,,3,,
MISERICORDIA,D,47,3,9,L,3,2,41,UPFIELD,,21,,SLOT UND,L,,QUEEN,31,Run,,POWER,,R,,A,,,,R,,HOCKEY,,,1,,
MISERICORDIA,D,48,4,9,M,4,1,40,UPFIELD,,22,,BOX UND,L,,I,21,Run,,DOWN,,R,,C,,,,R,,HOCKEY,,,4,,
MISERICORDIA,D,49,4,9,M,1,10,36,GREEN ZONE,,21,,PRO CUT,R,,KING,31,Pass,,SOP,,R,,,TRAIL,SIT WHEEL,Incomplete,R,,4,,,1,,
MISERICORDIA,D,50,4,9,M,2,10,36,GREEN ZONE,,21,,SLOT UND,R,,QUEEN,31,Run,,OZ,,L,,E-Alley,,,,R,,HOCKEY,,,1,,
MISERICORDIA,D,51,4,9,L,3,9,35,GREEN ZONE,,11,,TOM,R,,STR,41,Pass,,SOP,,R,,,FLOOD,,,J,,1,,,10,,
MISERICORDIA,D,52,4,9,R,1,10,25,RED ZONE,,11,,WOLF SIB,L,,STR,22,Pass,SCR,J BUBBLE,,L,,,,,Complete,J,,HOCKEY,,,1,,
MISERICORDIA,D,53,4,9,R,2,9,24,RED ZONE,,21,FLOP,SLOT UND,R,,QUEEN,31,Pass,,BOOT,CTR TREY,L,,,SWITCH WHEEL,,Incomplete,Z,,HOOPS,,,0,,
MISERICORDIA,D,54,4,9,R,3,9,24,RED ZONE,,11,,WOLF SIB,L,,STR,22,Pass,,SOP,,L,,,STIX,,Scramble,Q,,HOOPS,,,8,FG,
MISERICORDIA,D,55,4,10,L,0,10,-13,BACKED UP,,11,,SLOT,L,,QUEEN,31,Run,,Q OUTSIDE ZONE,,R,,D,,,,Q,,4 INVERT,,,-2,,
MISERICORDIA,D,56,4,10,R,2,12,-11,BACKED UP,,21,,PRO CUT UND,L,,KING,31,Pass,,3 STEP,,,,,OAKLAND,,Incomplete,Y,,4,,60 DIVE,0,,
MISERICORDIA,D,57,4,10,R,3,12,-11,BACKED UP,,11,,WOLF SIB,L,,STR,22,Run,,Q SPRINT DRAW,,L,,C,,,,Q,,6,,,6,PUNT,
MISERICORDIA,D,58,4,11,R,0,10,-46,UPFIELD,,11,ZIP,WOLF CON,R,,WEAK,22,Run,,POWER SHOVEL,,L,,D,,,,Q,,HOCKEY,,,1,,
MISERICORDIA,D,59,4,11,L,2,9,-45,UPFIELD,,11,,TOM,R,,STR,41,Pass,,3 STEP,,,,,OAKLAND,,Complete,X,,6 INVERT,,60 DIVE,3,,
MISERICORDIA,D,60,4,11,L,3,6,-48,UPFIELD,,11,,WOLF SIB,R,,STR,22,Pass,,SOP,,R,,,CURL,,Complete,Z,,6,,,16,,
MISERICORDIA,D,61,4,11,R,1,10,36,GREEN ZONE,,11,,TOM,L,,STR,41,Run,,COUNTER TREY,,R,,B,,,,R,,HOCKEY,,,-4,,
MISERICORDIA,D,62,4,11,R,2,14,40,UPFIELD,,11,,TOM,L,,STR,41,Pass,,SOP,,L,,,RUB,,Complete,Y,,6 INVERT,,,7,,
MISERICORDIA,D,63,4,11,L,3,7,33,GREEN ZONE,,11,,WOLF CUT SIB,R,,STR,22,Pass,,3 STEP,,,,,OAKLAND,,Complete,X,,HOCKEY,,60 DIVE,5,,
MISERICORDIA,D,64,4,11,L,4,2,28,GREEN ZONE,,11,,WOLF SIB,R,,STR,22,Run,,Q SPRINT DRAW,,R,,C,,,,Q,,HOCKEY,,,7,,
MISERICORDIA,D,65,4,11,M,1,10,21,RED ZONE,,11,,WOLF,L,,STR,23,Run,,COUNTER TREY,,R,,D,,,,Q,,HOCKEY,,,1,,
MISERICORDIA,D,66,4,11,L,2,11,22,RED ZONE,,11,,WOLF SIB,R,,STR,22,Pass,,SOP,,R,,,STIX,,Incomplete,Z,,6 INVERT,,,0,,
MISERICORDIA,D,67,4,11,L,3,11,22,RED ZONE,,11,,TOM,R,,STR,41,Run,,Q ISO,,R,,D,,,,Q,,HOCKEY,,,9,,
MISERICORDIA,D,69,5,12,M,0,10,25,RED ZONE,,21,YOP,PRO OFF UND,R,YES,KING,13,Pass,,SOP,,R,,,STIX,,Incomplete,Z,,4,,,0,,
MISERICORDIA,D,70,5,12,M,2,10,25,RED ZONE,,21,,SLOT UND,L,,QUEEN,31,Run,,SPRINT DRAW,,R,,A,,,,R,,4 INVERT,,,2,,
MISERICORDIA,D,71,5,12,M,3,8,23,RED ZONE,,11,,TOM,R,,STR,41,Run,,Q ISO,,R,,A,,,,Q,,HOCKEY,,,-2,MISSED FG,
MISERICORDIA,D,72,5,13,L,0,10,25,RED ZONE,,21,,SLOT CUT UND,L,,QUEEN,31,Pass,,BOOT,,L,,,WAGGLE,,Complete,Y,,4 INVERT,,,4,,
MISERICORDIA,D,73,5,13,L,2,6,21,RED ZONE,,21,FLOP,SLOT UND,L,,KING,22,Run,,COUNTER,,R,,A,,,,R,,HOCKEY,,,7,,
MISERICORDIA,D,74,5,13,M,1,10,14,RED ZONE,,21,YOP,PRO OFF UND,L,YES,KING,13,Pass,,SOP,,L,,,CURL,,Incomplete,Z,,4,,,0,,
MISERICORDIA,D,75,5,13,L,2,10,14,RED ZONE,,31,,UNB BOX TY UND,L,YES,I,3,Run,,DOWN,,R,,D,,,,R,,4,,,5,,
MISERICORDIA,D,76,5,13,L,3,5,9,RED ZONE,,22,,BOX UND,L,,I,21,Pass,,POWER PASS,,L,,,KNIFE,BENCH,Scramble,Q,,HOCKEY,,,7,,
MISERICORDIA,D,77,5,13,L,1,2,2,GOALLINE,,22,,BOX UND,R,,KING,31,Run,,Q SNEAK,,R,,A,,,,Q,,HOCKEY,,,2,TD,
MISERICORDIA,D,78,5,14,L,0,10,25,RED ZONE,,21,,SLOT CUT UND,L,,QUEEN,31,Pass,,SOP,,R,,,ARROW,,Complete,Z,,HOCKEY,,,7,,
MISERICORDIA,D,79,5,14,R,2,3,18,RED ZONE,,31,,BOX TY UND,R,YES,I,12,Run,,DOWN,,R,,D,,,,R,,HOCKEY,,,8,,
MISERICORDIA,D,80,5,14,R,1,10,10,RED ZONE,,31,,UNB BOX TY UND,L,,I,30,Run,,DOWN,,L,,D,,,,R,,4,,,2,,
MISERICORDIA,D,81,5,14,M,2,8,8,RED ZONE,,21,,SLOT UND,L,,QUEEN,31,Pass,,SOP,,R,,,SMASH,,Scramble,Q,,4 INVERT,,,0,,
MISERICORDIA,D,82,5,14,L,3,8,8,RED ZONE,,11,,WOLF SIB,R,,STR,22,Pass,,3 STEP,,,,,STICK,SLIDE,,,,7,,60 DIVE,4,,
MISERICORDIA,D,84,5,14,L,4,4,4,GOALLINE,,12,ZAC,ACE,L,,WEAK,22,Pass,,SOP,,R,,,STIX,,Complete,X,,7,,,4,TD,
MISERICORDIA,D,85,5,14,M,1,3,3,GOALLINE,,20,,FOX UND,R,,KING,31,Pass,,3 STEP,,,,,FADE,,Incomplete,J,,HAWK,,60 DIVE,0,,
MISERICORDIA,D,86,5,15,L,0,10,25,RED ZONE,,20,,FOX,R,,QUEEN,22,Run,,Q COUNTER,,R,,D,,,,Q,,SPARTAN,,,0,,
MISERICORDIA,D,87,5,15,R,2,3,21,RED ZONE,,21,,PRO OFF UND,L,,KING,31,Run,,DOWN,,L,,D,,,,R,,4,,,4,,
MISERICORDIA,D,88,5,15,L,1,10,10,RED ZONE,,21,,PRO OFF UND,R,,KING,31,Pass,,3 STEP,,,,,OAKLAND,,Sack,Q,,ZAR,,60 DIVE,2,,
MISERICORDIA,D,89,5,15,M,2,18,8,RED ZONE,,11,,WOLF SIB,R,,STR,22,Pass,,SOP,,R,,,CURL,,Complete,Y,,6 INVERT,,,0,,
MISERICORDIA,D,90,5,15,R,3,8,8,RED ZONE,,21,,SLOT CUT UND,R,,QUEEN,31,Pass,,BOOT,,R,,,WAGGLE,,Incomplete,X,,4,,,0,FG,
WILKES,D,1,1,1,R,0,10,-39,UPFIELD,,21,,PRO CON,L,,KING,31,Pass,,SOP,,L,,,STIX,,Complete,Y,,6,,,8,,
WILKES,D,2,1,1,L,2,2,-47,UPFIELD,,21,,PRO UND,R,,KING,31,Run,,POWER,ARC,R,,A,,,,R,,6,,,5,,
WILKES,D,3,1,1,L,1,10,48,UPFIELD,,21,,PRO UND,R,,KING,31,Pass,,SOP,,R,,,CURL,,Complete,Y,,6,,,11,,
WILKES,D,4,1,1,R,1,10,37,GREEN ZONE,,21,,PRO UND,L,,KING,31,Run,,ISO,,L,,A,,,,R,,6,,,2,,
WILKES,D,5,1,1,R,2,8,35,GREEN ZONE,,21,,SLOT,R,,QUEEN,31,Run,,Q SPRINT DRAW,,L,,B,,,,Q,,6,,,3,,
WILKES,D,6,1,1,L,3,4,31,GREEN ZONE,,21,FLOP,SLOT,L,,WAGON,41,Pass,,5 STEP,,,,,CHOICE,,Complete,R,,6,,,5,,
WILKES,D,7,1,1,R,1,10,26,GREEN ZONE,,21,FLOP,SLOT UND,R,,QUEEN,31,Run,,OZ,,L,,E-Alley,,,,R,,6,,,6,,
WILKES,D,8,1,1,L,2,4,20,RED ZONE,,21,,PRO UND,R,,KING,31,Run,,SPRINT DRAW,,R,,C,,,,R,,6,,,4,,
WILKES,D,9,1,1,R,1,10,16,RED ZONE,,21,,PRO UND,L,,KING,31,Run,,ISO,,L,,B,,,,R,,6,,,2,,
WILKES,D,10,1,1,R,2,8,14,RED ZONE,,21,,PRO UND,R,,KING,31,Run,,POWER,ARC,R,,B,,,,R,,6,,,1,,
WILKES,D,11,1,1,R,3,7,13,RED ZONE,,21,FLOP,SLOT UND,R,,KING,22,Pass,,POWER PASS,,R,,,CROSS,BENCH,Incomplete,Y,,6,,,13,MISSED FG,
WILKES,D,12,1,2,R,0,10,-46,UPFIELD,,21,FLOP,PRO,R,,TRUCK,41,Pass,,PAP,ISO,R,,,CHOICE,CURL,Complete,Y,,6,,,15,,
WILKES,D,13,1,2,M,1,10,39,GREEN ZONE,,21,,PRO UND,L,,KING,31,Run,,POWER,ARC,L,,A,,,,R,,6,,,2,,
WILKES,D,14,1,2,M,2,8,37,GREEN ZONE,,21,,PRO,L,,KING,31,Pass,,SOP,,L,,,CURL,,Scramble,Q,,6,,,0,,
WILKES,D,15,1,2,L,3,8,37,GREEN ZONE,,11,,TOM,R,,STR,41,Pass,,SOP,,R,,,FLOOD,,Complete,Y,,6,,,8,,
WILKES,D,16,2,2,R,1,10,29,GREEN ZONE,,21,,SLOT UND,R,,KING,22,Run,,COUNTER,,L,,D,,,,R,,6,,,1,,
WILKES,D,17,2,2,L,2,9,28,GREEN ZONE,,21,FLOP,SLOT CUT UND,L,,QUEEN,31,Pass,,BOOT,,L,,,WAGGLE,,Incomplete,Z,,6,,,0,,
WILKES,D,18,2,2,L,3,9,28,GREEN ZONE,,11,JAC,TOM,L,YES,WEAK,13,Pass,,5 STEP,,,,,GLANCE,DIG SEAM,Scramble,Q,,6,,,5,FG,
WILKES,D,19,2,3,R,0,10,-42,UPFIELD,,21,FLOP,SLOT UND,R,,QUEEN,31,Run,,SPRINT DRAW,,L,,B,,,,R,,6,,,4,,
WILKES,D,20,2,3,L,2,6,-46,UPFIELD,,21,,PRO CON,R,,KING,31,Pass,,SOP,,R,,,CURL,,Incomplete,Y,,6,,,0,,
WILKES,D,21,2,3,L,3,6,-46,UPFIELD,,11,,TOM,R,,STR,41,Pass,,SOP,,R,,,FLOOD,,Scramble,Q,,CLUB,,,0,PUNT,
WILKES,D,22,2,4,L,0,10,-20,UPFIELD,,21,FLOP,SLOT,L,,WAGON,41,Pass,,5 STEP,,,,,CHOICE,,Complete,Z,,6,,,17,,
WILKES,D,23,2,4,M,1,10,-37,UPFIELD,,21,,SLOT,R,,QUEEN,31,Run,,Q OUTSIDE ZONE,,L,,E-Alley,,,,Q,,6,,,1,,
WILKES,D,24,2,4,L,2,9,-38,UPFIELD,,21,,PRO CUT,R,,KING,31,Pass,,SOP,,R,,,STIX UP,,Incomplete,Z,,6,,,0,,
WILKES,D,25,2,4,L,3,9,-38,UPFIELD,,11,JAC,WOLF,L,,WEAK,22,Pass,,5 STEP,,,,,VERTS,,Scramble,Q,,CLUB,,,0,PUNT,
WILKES,D,26,2,5,R,0,10,-25,UPFIELD,2M,11,,TOM,L,,STR,41,Run,,SPRINT DRAW,,L,,D,,,,R,,CLUB,,,15,,
WILKES,D,27,2,5,M,1,10,-40,UPFIELD,2M,11,,WOLF,R,,STR,23,Pass,,SOP,,R,,,STIX UP,,Complete,Z,,2,,,22,,
WILKES,D,28,2,5,R,1,10,38,GREEN ZONE,2M,11,,TOM,L,,STR,41,Pass,,SOP,,L,,,SWITCH WHEEL,,Complete,Z,,CLUB,,,20,,
WILKES,D,29,2,5,L,1,10,18,RED ZONE,2M,11,,TOM,R,,STR,41,Pass,,SOP,,R,,,STIX,,Complete,J,,CLAM,,,18,TD,
WILKES,D,30,3,6,L,0,10,-20,UPFIELD,,21,Y TRADE,UNB SLOT UND,R,,KING,30,Run,,ISO,,R,,D,,,,R,,6,,,1,,
WILKES,D,31,3,6,R,2,9,-21,UPFIELD,,21,,SLOT UND,R,,QUEEN,31,Pass,,SOP,,L,,,STIX UP,,Scramble,Q,,6,,,0,,
WILKES,D,32,3,6,R,3,9,-21,UPFIELD,,21,FLOP,SLOT,R,,WAGON,41,Pass,,5 STEP,,,,,CHOICE,,Scramble,Q,,1,,,0,PUNT,
WILKES,D,33,3,7,L,0,10,-49,UPFIELD,,31,Y H TRADE,UNB BOX TY UND,R,,I,30,Run,,OZ,,R,,D,,,,R,,6,,,3,,
WILKES,D,34,3,7,R,2,7,48,UPFIELD,,21,,SLOT UND,R,,QUEEN,31,Run,,ISO,,L,,B,,,,R,,6,,,1,,
WILKES,D,35,3,7,M,3,6,47,UPFIELD,,21,,SLOT UND,R,,QUEEN,31,Pass,,SOP,,L,,,SMASH,,Scramble,Q,,6,,,-2,PUNT,
WILKES,D,36,3,8,L,0,10,-20,UPFIELD,,21,FLOP,PRO,R,,TRUCK,41,Pass,,PAP,ISO,,,,CHOICE,CURL,Incomplete,Z,,6,,,0,,
WILKES,D,37,3,8,L,2,10,-20,UPFIELD,,21,,PRO UND,R,,KING,31,Run,,F TRAP,,R,,D,,,,F,,6,,,8,,
WILKES,D,38,3,8,R,3,2,-28,UPFIELD,,31,Y H TRADE,UNB BOX TY UND,R,YES,I,3,Run,,OZ,,R,,D,,,,R,,6,,,1,PUNT,
WILKES,D,39,4,9,L,0,10,-35,UPFIELD,,11,Z JET,WOLF SIB UND,R,,UNO,22,Run,,SPD,,L,,E-Alley,,,,Z,,6,,,3,,
WILKES,D,40,4,9,L,2,7,-38,UPFIELD,,21,FLOP,PRO CUT UND,R,,QUEEN,22,Run,TRICK,COUNTER TREY REV,,R,,D,,,,Z,,6,,,-3,,
WILKES,D,41,4,9,L,3,10,-35,UPFIELD,,11,JAC,TOM,R,,STR,41,Pass,,SOP,,R,,,SWITCH WHEEL,,Incomplete,J,,6,,,0,PUNT,
WILKES,D,42,4,10,L,0,10,43,UPFIELD,2M,11,,TOM,R,,STR,41,Pass,,SOP,,R,,,SMASH,,Complete,J,,6,,,17,,
WILKES,D,43,4,10,R,1,10,26,GREEN ZONE,2M,11,,WOLF SIB,L,,STR,22,Pass,,SOP,,L,,,STIX,,Complete,Y,,6,,,9,,
WILKES,D,44,4,10,L,2,1,17,RED ZONE,,11,,TOM,R,,STR,41,Pass,,SOP,,R,,,FLOOD,,Incomplete,Y,,3,,,0,,
WILKES,D,45,4,10,L,3,1,17,RED ZONE,,11,,TOM,R,,STR,41,Run,,Q ISO,,R,,A,,,,Q,,2,,,10,,
WILKES,D,46,4,10,M,1,7,7,RED ZONE,,11,,WOLF,L,,WEAK,23,Pass,,3 STEP,,,,,LION,,Incomplete,Z,,TORRO,,7A3B,0,,
WILKES,D,47,4,10,M,2,7,7,RED ZONE,,11,,TOM,R,,STR,41,Pass,,SOP,,R,,,SMASH,,Scramble,J,,TORRO,,,7,TD,
WILKES,D,48,4,11,R,0,10,-26,UPFIELD,2M,11,,WOLF,R,,STR,23,Pass,,SOP,,R,,,STIX,,Complete,Z,,3,,,8,,
WILKES,D,49,4,11,R,2,2,-34,UPFIELD,2M,11,,TOM,L,,STR,41,Pass,,5 STEP,,,,,CHOICE,GLANCE,Complete,X,,CLAM,,,17,,
WILKES,D,50,4,11,R,1,10,49,UPFIELD,2M,11,,TOM,L,,STR,41,Pass,,SOP,,L,,,STIX UP,,Complete,Z,,2,,,48,,
WILKES,D,52,4,11,L,1,6,6,RED ZONE,,11,,TOM,,,STR,41,Pass,,SOP,,R,,,SMASH,,Complete,Z,,TORRO,,,6,TD,
