OPP TEAM,ODK,PLAY #,QTR,SERIES,HASH,T & 10,DN,DIST,YARD LN,GN/LS,SERIES END,FZ,SIT,PERSONNEL,MOTION,OFF FORM,FORM LT/RT,FIB,BACKFIELD,FORM CODE,PLAY TYPE,PLAY TYPE 2,OFF PLAY,RUN TAG,PLAY DIR,SCR TAG,ROUTE CONCEPT,ROUTE 2,RESULT,GAP,BC,PASS ZONE,COVERAGE,PROTECTION (D),DEF FRONT,STUNT,BLITZ,POST SACK,LAUNCH PT,LAUNCH TIME,ESCAPE PTS,2&10,PEN +/-,PENALTY
Lycoming,D,118,3,19,R,,4,5,46,0,DOWNS,MIDFIELD,,11,,WOLF OFF,RT,,STRONG,23,Pass,,5 STEP,,R,,DRAGON,,Incomplete,,Z,6,,523AF,OVER,,,,7OC,229,,,,
Lycoming,D,128,4,21,L,,1,10,-43,-7,,MIDFIELD,,11,,TOM OFF,RT,,STRONG,31,Run,,COUNTER,,L,,,,Rush,C,,,,,OVER,,,,,,,,,
Lycoming,D,129,4,21,M,,2,17,-36,24,,MIDFIELD,,11,,WOLF OFF,RT,,WK,22,Pass,,5 STEP,,L,,HITCH,DIG,,,S,1,,61AB,UNDER,,,,7OC,209,,,,
Lycoming,D,130,4,21,L,,1,10,40,3,,MIDFIELD,,11,,WOLF OFF,LT,,WK,22,Pass,,SOP,,R,,CURL,CORNER/POST,,,Q,,2,SPRINT,OVER,,,,,,ROOP,,,
Lycoming,D,131,4,21,R,,2,7,37,6,,GREEN ZONE,,11,,WOLF OFF,RT,,STRONG,23,Pass,,5 STEP,,L,,HITCH,DIG,,,S,4,3,62AF,OVER,,,,7OC,206,,,,
Lycoming,D,132,4,21,L,,3,1,31,3,,GREEN ZONE,,11,,WOLF OFF,LT,,STRONG,23,Run,,IZ,,R,,,,Rush,A,T,,,,OVER,,,,,,,,,
Lycoming,D,133,4,21,L,,1,10,28,0,,GREEN ZONE,,11,,TOM CON,RT,,WK,31,Pass,,5 STEP,,R,,MESH,SIT,,,Q,,2,63AF,OVER,,,,,,,,,
Lycoming,D,134,4,21,L,,2,10,28,-8,,GREEN ZONE,,10,TOUT,EMPTY,,,EMPTY,,Pass,,5 STEP,,R,,WHIP,DIG,,,Q,,3,50 MAN,OVER,,,,,,,,,
Lycoming,D,135,4,21,L,,3,18,36,10,,GREEN ZONE,,11,,WOLF OFF,LT,,STRONG,23,Pass,,5 STEP,,R,,HITCH,DIG,,,S,5,3,63AF,OVER,A GAME,,,7OC,222,,,,
Lycoming,D,136,4,21,M,,4,8,26,0,DOWNS,GREEN ZONE,,11,Y ACROSS,TOM OFF,LT,,STRONG,31,Pass,,T SCREEN,,R,,T SCREEN,,,,T,3,3,SCREEN,OVER,,,,10LT,272,,,,
Lycoming,D,143,4,23,L,,1,10,-29,10,,UPFIELD,,11,,TOM,RT,,STRONG,31,Pass,,5 STEP,,R,,HITCH,,,,S,5,2,61AB,UNDER,,,,6OC,203,,,,
Lycoming,D,144,4,23,R,,1,10,-39,18,,UPFIELD,,11,,TOM,LT,,STRONG,31,Pass,,5 STEP,,L,,MESH,,,,Z,2,3,62AB,UNDER,,,,4OC,322,,,,
Lycoming,D,145,4,23,L,,1,10,43,8,,MIDFIELD,,11,,WOLF OFF,LT,,STRONG,23,Pass,,5 STEP,,L,,SHALLOW,VERT,,,Y,4,3,62AF,OVER,,,,6OC,168,,,,
Lycoming,D,146,4,23,L,,2,2,35,1,,GREEN ZONE,,11,,WOLF OFF,LT,,WK,22,Pass,,3 STEP,,R,,SLANT,,,,Q,,2,62ABS,OVER,,,,,,RA,,,
Lycoming,D,147,4,23,L,,3,1,34,0,,GREEN ZONE,,10,S ACROSS,TRIPS,RT,,STRONG,31,Pass,,3 STEP,,R,,RUB OUT,,,,S,3,0,SPRINT,OVER,,,,6RT,150,,,,
Lycoming,D,148,4,23,L,,4,1,34,1,,GREEN ZONE,,12,,ACE UND,RT,,DOT,22,Run,,DIVE,,R,,,,Rush,B,T,,,,OVER,,,,,,,,,
Lycoming,D,149,4,23,L,,1,10,33,23,,GREEN ZONE,,11,,WOLF OFF,LT,,STRONG,23,Pass,,5 STEP,,L,,DBL POST,,,,S,7,3,62AF,OVER,,,,7LT,379,,,,
Lycoming,D,150,4,23,L,,1,10,10,5,,RED ZONE,,11,,WOLF OFF,LT,,STRONG,23,Pass,,5 STEP,,L,,COMEBACK,,,,S,4,2,62AF,OVER,,,,7OC,306,,,,
Lycoming,D,151,4,23,L,,2,5,5,2,,GOALLINE,,11,S ACROSS,TOM,RT,,STRONG,31,Pass,TRICK,SOP Y DELAY,,L,,Y DELAY,,,,Y,7,1,SPRINT,OVER,,,,8ROOP,259,ROOP,,,
Lycoming,D,152,4,23,L,,1,10,3,-10,,GOALLINE,,11,S ACROSS,TREY,LT,,WK,31,Pass,,SOP,,R,,FLOOD,,,,S,9,2,SPRINT,OVER,,,,11ROOP,390,ROOP,,,
Lycoming,D,153,4,23,L,,2,10,13,0,,RED ZONE,,10,,TRIPS,RT,,WK,31,Pass,,5 STEP,,L,,VERT,DIG/WHIP,,,,,3,62AF,OVER,,,,7OC,203,,,,
Lycoming,D,159,4,25,R,,1,10,-16,0,INT,UPFIELD,,11,,TOM OFF,LT,,STRONG,31,Pass,,5 STEP,,L,,COMEBACK,,,,S,5,3,61AB,UNDER,,,,7OC,190,,,,
Lycoming,D,163,4,26,R,,1,10,-45,0,,MIDFIELD,,11,,WOLF,RT,,WK,22,Pass,,SOP,,L,,SWITCH COMEBACK,,,,,4,2,SPRINT,UNDER,,,,9LOOP,388,LOOP,,,
Lycoming,D,164,4,26,R,,2,10,-45,22,,MIDFIELD,,11,,WOLF OFF,RT,,WK,22,Pass,,5 STEP,,R,,OUT/VERT,CROSS,,,Y,6,3,60AF,UNDER,,,,7OC,313,,,,
Lycoming,D,165,4,26,R,,1,10,33,15,,GREEN ZONE,,11,T JUMP,WOLF OFF,RT,,WK,23,Pass,,5 STEP,,L,,MESH,SIT,,,T,1,4,60AB,UNDER,,,,7LG,344,,,,
Lycoming,D,166,4,26,R,,1,10,18,-3,,RED ZONE,,11,,WOLF OFF,LT,,WK,,Pass,,,,,,,,,,,,3,60ABS,OVER,,,,,,,,,
Lycoming,D,167,4,26,M,,2,13,21,5,,RED ZONE,,11,,TOM OFF CON,RT,,STRONG,31,Pass,,5 STEP,,R,,MESH,SIT,,,Z,6,3,60AB,UNDER,,,,3RG,406,RA,,,
Lycoming,D,168,4,26,R,,3,8,16,0,,RED ZONE,,11,,WOLF,RT,,WK,22,Pass,,5 STEP,,L,,HITCH,,,,S,5,3,60AB,UNDER,,,,7OC,247,,,,
Lycoming,D,169,4,26,R,,4,8,16,0,DOWNS,RED ZONE,,11,,TOM OFF,LT,,STRONG,31,Pass,,5 STEP,,R,,VERT/DIG,,,,Q,,3,60AB,UNDER,,,,,,RB,,,
MORAVIAN,D,2,1,1,R,,1,10,-15,3,,UPFIELD,,11,,WOLF OFF,RT,,STRONG,23,Run,,COUNTER,,L,,,,Rush,,T,,,,OVER,,,,,,,,,
MORAVIAN,D,3,1,1,M,,2,7,-18,0,,UPFIELD,,11,,TREY,RT,,WK,31,Pass,RPO,3 STEP,,L,,HITCH,,Incomplete,,,4,3,,OVER,,,,5OC,144,,,,
MORAVIAN,D,4,1,1,M,,3,7,-18,16,,UPFIELD,,11,,WOLF OFF CON,RT,,STRONG,23,Pass,,PAP,IZ,,,OVER,,Incomplete,,,4,1,60AB,UNDER,,,,8RG,338,,,,
MORAVIAN,D,5,1,1,M,,1,10,-34,1,,UPFIELD,,11,,TIGHT BUNCH,LT,,STRONG,31,Run,,IZ,,R,,,,Rush,B,T,,,,OVER,,,,,,,,,
MORAVIAN,D,6,1,1,M,,2,9,-35,3,,UPFIELD,,10,,TRIPS CON,RT,,WK,31,Pass,,5 STEP,,L,,POST/CORNER,DRAG,Complete,,T,1,3,51AF,OVER,,,,7OC,253,,,,
MORAVIAN,D,7,1,1,L,,3,6,-38,9,,UPFIELD,,10,,TRIPS,RT,,WK,31,Pass,,3 STEP,,L,,HITCH,,Complete,,X,4,3,60ABS,UNDER,,,,5OC,137,,,,
MORAVIAN,D,8,1,1,L,,1,10,-47,-2,,MIDFIELD,,11,,TOM OFF,RT,,WK,31,Run,,IZ,,R,,,,Rush,A,T,,,,OVER,,,,,,,,,
MORAVIAN,D,9,1,1,L,,2,12,-45,0,,MIDFIELD,,11,,TOM OFF,RT,,STRONG,31,Pass,,SOP,,R,,SMASH,,Incomplete,,,6,3,SPRINT,OVER,,,,8ROOP,285,ROOP,,,
MORAVIAN,D,10,1,1,L,,3,12,-45,0,PUNT,MIDFIELD,,11,,TREY,LT,,STRONG,31,Pass,,5 STEP,,L,,DIG,DRAG,Incomplete,,,1,3,51AF,BEAR,,,,6LG,240,,,,
MORAVIAN,D,16,1,3,L,,1,10,-40,3,,MIDFIELD,,12,X IN,ACE UNDER,RT,,I,22,Run,,IZ,,L,,,,Rush,D,T,,,,OVER,,,,,,,,,
MORAVIAN,D,17,1,3,L,,2,7,-43,-7,,MIDFIELD,,12,X IN,ACE UNDER,RT,,I,22,Pass,,SOP,,R,,POST/OVER,,Sack,,,,3,SPRINT,OVER,,,,,,,,,
MORAVIAN,D,18,1,3,L,,3,14,-36,0,PUNT,UPFIELD,,10,,DBLS,RT,,WK,23,Pass,,5 STEP,,L,,CORNER,,Incomplete,,,4,1,60TB,UNDER,,,,7OC,275,,,,
MORAVIAN,D,24,1,5,R,,1,10,39,2,,GREEN ZONE,,11,,WOLF OFF,RT,,WK,22,Run,,COUNTER,,L,,,,Rush,B,T,,,,OVER,,,,,,,,,
MORAVIAN,D,25,1,5,R,,2,8,37,0,,GREEN ZONE,,11,,TOM OFF,LT,,STRONG,31,Pass,,SOP,,L,,VERT,OUT,Incomplete,,,,1,SPRINT,OVER,,,,10LOOP,272,LOOP,,,
MORAVIAN,D,26,1,5,M,,3,8,37,9,,GREEN ZONE,,11,,TOM OFF CON,LT,,WK,31,Pass,,5 STEP,,R,,FLOOD,,Complete,,T,3,3,53AB,OVER,,,,8OC,194,,,,
MORAVIAN,D,27,1,5,R,,1,10,28,0,,GREEN ZONE,,11,,WOLF OFF,RT,,WK,22,Pass,,3 STEP,,R,,HITCH,,Incomplete,,,3,3,63AB,OVER,,,,5OC,144,,,,
MORAVIAN,D,28,1,5,R,,2,10,28,2,,GREEN ZONE,,11,,TOM OFF,LT,,STRONG,31,Run,,IZ,BASE,R,,,,Rush,C,T,,,,OVER,,,,,,,,,
MORAVIAN,D,29,1,5,M,,3,8,26,0,,GREEN ZONE,,11,,BUNCH TIGHT,LT,,WK,31,Pass,,5 STEP,,R,,SPACING,,,,,3,3,52TF,OVER,,,,8OC,219,,,,
MORAVIAN,D,36,1,6,L,,1,10,42,0,,MIDFIELD,,11,,TREY,LT,,WK,31,Run,,COUNTER,,R,,,,Rush,C,T,,,,OVER,,,,,,,,,
MORAVIAN,D,37,1,6,R,,2,10,42,2,,MIDFIELD,,11,,TOM OFF,LT,,STRONG,31,Run,,IZ,BASE,R,,,,Rush,B,T,,,,OVER,,,,,,,,,
MORAVIAN,D,38,1,6,M,,3,8,40,-10,,MIDFIELD,,10,,DBLS,LT,,STRONG,22,Run,,Q DRAW,,L,,,,Penalty,,,,3,60TF,BEAR,,,,,,LB,,-,O-Holding
MORAVIAN,D,39,1,6,M,,3,18,50,0,,MIDFIELD,,10,,DBLS,RT,,STRONG,22,Pass,,SOP,,R,,SWITCH COMEBACK,,Sack,,,,1,SPRINT,UNDER,,,,,,,,,
MORAVIAN,D,53,2,8,R,,1,10,-35,8,,UPFIELD,,11,,WOLF OFF,RT,,WK,22,Pass,,3 STEP,,R,,WHIP/VERT,,Complete,,X,6,3,63ABS,OVER,,,,5OC,131,,,,
MORAVIAN,D,54,2,8,R,,2,2,-43,14,,MIDFIELD,,11,,WOLF OFF,RT,,WK,22,Pass,,3 STEP,,R,,OUT CURL,VERT,Complete,,X,6,3,63AB,OVER,,,,5OC,144,,,,
MORAVIAN,D,55,2,8,R,,1,10,43,0,,MIDFIELD,,11,,WOLF OFF,RT,,STRONG,23,Pass,,5 STEP,,L,,OUT CURL,VERT,Incomplete,,,7,3,62AF,OVER,,,,7OC,244,,,,
MORAVIAN,D,56,2,8,R,,2,10,43,2,,MIDFIELD,,11,,TREY,RT,,WK,31,Pass,RPO,IZ,,R,,HITCH,,Complete,,S,2,3,,OVER,,,,5OC,163,,,,
MORAVIAN,D,57,2,8,L,,3,6,41,0,,GREEN ZONE,,11,,TREY,LT,,WK,31,Pass,,5 STEP,,R,,MESH,,Incomplete,,,5,1,60AF,UNDER,,,,7RT,350,,,,
MORAVIAN,D,58,2,8,L,,4,6,41,0,DOWNS,GREEN ZONE,,11,,TREY,LT,,STRONG,31,Pass,,5 STEP,,L,,VERT,DRAG,Interception,,,5,1,60AF,UNDER,,,,4OC,322,,,,
MORAVIAN,D,62,2,10,R,,1,10,-25,0,,UPFIELD,,10,,DBLS,LT,,WK,22,Pass,,5 STEP,,R,,OUT CURL,CORNER,Incomplete,,,3,3,51AF,OVER,,,,7OC,241,,,,
MORAVIAN,D,63,2,10,R,,2,10,-25,0,,UPFIELD,,10,,TRIPS,LT,,STRONG,31,Pass,,3 STEP,,L,,SLANT,,Incomplete,,,1,3,60ABS,OVER,,,,5OC,153,,,,
MORAVIAN,D,64,2,10,R,,3,10,-25,0,,UPFIELD,,10,,TRIPS,LT,,WK,31,Pass,,5 STEP,,R,,VERT WHIP,COMEBACK,Incomplete,,,6,3,60AF,UNDER,,,,6OC,247,,,,
MORAVIAN,D,70,2,12,R,,1,10,-26,3,,UPFIELD,,11,,TREY,RT,,WK,31,Run,,COUNTER,,R,,,,Rush,D,T,,,,OVER,,,,,,,,,
MORAVIAN,D,71,2,12,R,,2,7,-29,6,,UPFIELD,,11,,TOM,LT,,STRONG,31,Pass,,SOP,,L,,SMASH,,Complete,,Z,4,3,SPRINT,OVER,,,,8LOOP,253,LOOP,,,
MORAVIAN,D,72,2,12,L,,3,1,-35,3,,UPFIELD,,11,Q UND,UNDER TOM OFF,RT,,I,31,Run,,Q SNEAK,,R,,,,Rush,A,Q,,,,OVER,,,,,,,,,
MORAVIAN,D,73,2,12,L,,1,10,-38,28,,UPFIELD,,11,,TOM OFF,RT,,PISTOL,31,Pass,,PAP,POWER,L,,OVER,,Complete,,J,7,3,,OVER,,,,4LT,425,,,,
MORAVIAN,D,74,2,12,L,,1,10,34,0,,GREEN ZONE,,11,,WOLF OFF,LT,,STRONG,23,Pass,RPO,PAP,IZ,L,,VERT,,Incomplete,,,7,1,,OVER,,,,5OC,193,,,,
MORAVIAN,D,75,2,12,L,,2,10,34,7,,GREEN ZONE,,11,,FOX,RT,,TRUCK,21,Run,,COUNTER,,R,,,,Rush,B,T,,,,OVER,,,,,,,,,
MORAVIAN,D,77,2,12,M,,3,3,27,6,,GREEN ZONE,,11,J ACROSS,TOM,RT,,STRONG,31,Pass,,SOP,,R,,SLANT OUT,,Complete,,J,6,1,SPRINT,OVER,,,,6RT,169,,,,
MORAVIAN,D,78,2,12,R,,1,10,21,4,,RED ZONE,,12,,TEX OFF,RT,,STRONG,31,Run,,Q IZ,,R,,,,Rush,B,Q,,,,OVER,,,,,,,,,
MORAVIAN,D,79,2,12,R,,2,6,17,6,,RED ZONE,,12,,TEX OFF,RT,,STRONG,31,Run,,Q COUNTER,,R,,,,Rush,B,Q,,,,OVER,,,,,,,,,
MORAVIAN,D,80,2,12,R,,1,10,11,1,,RED ZONE,,12,,TEX OFF,RT,,STRONG,31,Run,,Q COUNTER,,R,,,,Rush,B,Q,,,,OVER,,,,,,,,,
MORAVIAN,D,81,2,12,R,,2,9,10,10,TD,RED ZONE,,11,,TOM OFF,LT,,WK,31,Pass,,5 STEP,,R,,DRAG CORNER,COMEBACK,TD,,X,6,1,62AF,OVER,,,,9RG,303,,,,
MORAVIAN,D,89,2,14,M,,1,10,-19,0,INT,UPFIELD,,11,,WOLF,LT,,STRONG,22,Pass,,PAP,IZ,R,,OVER,,Sack,,,,3,62AF,UNDER,,,,,,,,,
MORAVIAN,D,95,2,15,L,,1,10,-33,3,,UPFIELD,,11,,WOLF OFF,LT,,WK,22,Run,,IZ,BASE,L,,,,Rush,B,T,,,,OVER,,,,,,,,,
MORAVIAN,D,96,2,15,L,,2,7,-36,9,,UPFIELD,,11,,WOLF OFF,LT,,STRONG,23,Pass,,5 STEP,,L,,OUT CURL,CORNER,Complete,,Y,5,3,51AF,OVER,,,,7OC,190,,,,
MORAVIAN,D,97,2,15,M,,1,10,-45,12,,MIDFIELD,,11,,WOLF,LT,,WK,22,Pass,,SOP,,R,,SMASH,,Complete,,Z,6,3,SPRINT,OVER,,,,7ROOP,194,ROOP,,,
MORAVIAN,D,98,2,15,R,,1,10,43,3,,MIDFIELD,,11,,TOM OFF,LT,,STRONG,31,Pass,,SOP,,L,,FLOOD,,Complete,,Y,1,3,SPRINT,OVER,,,,7LT,188,,,,
MORAVIAN,D,99,2,15,L,,2,7,40,0,,MIDFIELD,,11,,WOLF OFF,LT,,STRONG,23,Run,,COUNTER,,R,,,,Rush,B,T,,,,OVER,,,,,,,,,
MORAVIAN,D,100,2,15,M,,3,7,40,0,,MIDFIELD,,10,T JUMP,TIGHT BUNCH,RT,,STRONG,31,Pass,,5 STEP,,R,,MESH,,Incomplete,,,3,3,50AB,UNDER,,,,7OC,178,,,,
MORAVIAN,D,101,2,15,M,,4,7,40,0,DOWNS,MIDFIELD,,11,,WOLF OFF,LT,,STRONG,23,Pass,,PAP,IZ,L,,OVER,,Sack,,,,1,,UNDER,,,,,,,,,
MORAVIAN,D,107,2,17,R,,1,10,-36,-5,,UPFIELD,,11,,WOLF OFF,RT,,WK,22,Run,,Q COUNTER,,L,,,,Fumble,,Q,,,,OVER,,,,,,,,,
MORAVIAN,D,108,2,17,R,,2,15,-31,0,,UPFIELD,,11,,WOLF OFF,RT,,STRONG,23,Pass,,5 STEP,,R,,OUT CORNER,CURL,Incomplete,,,3,1,52AF,OVER,,,,5OC,247,,,,
MORAVIAN,D,109,2,17,R,,3,15,-31,14,,UPFIELD,,11,,TOM OFF,LT,,STRONG,31,Pass,,SOP T SLIP,,R,,SWITCH COMEBACK,,Complete,,T,3,1,,UNDER,,,,8LOOP,271,,,,
MORAVIAN,D,110,2,17,R,,4,1,-45,0,DOWNS,MIDFIELD,,11,Q UND,WOLF OFF UNDER,RT,,STRONG,23,Run,,Q SNEAK,,R,,,,Rush,A,Q,,,,BEAR,,,,,,,,,
MORAVIAN,D,119,2,17,R,,1,10,-32,0,,UPFIELD,,11,Z IN,WOLF OFF STACKED,RT,,PISTOL,22,Pass,,POWER,,L,,OVER,COMEBACK,Incomplete,,,,3,,OVER,,,,4ROOP,397,,,,
MORAVIAN,D,120,2,17,R,,2,10,-32,3,,UPFIELD,,11,YOYIN,FOX,LT,,STRONG,21,Run,,POWER,,R,,,,Sack,,Q,,,60AF,UNDER,,,,,,,,,
MORAVIAN,D,121,2,17,M,,3,7,-35,0,PUNT,UPFIELD,,11,,TOM OFF,RT,,WK,31,Pass,,5 STEP,,R,,HITCH,DIG,Sack,,,,3,60AF,OVER,,,,,,,,,
MORAVIAN,D,128,2,,R,,1,10,-20,5,,UPFIELD,,11,J JET,WOLF OFF UNDER,LT,,I,22,Run,,POWER,,R,,,,Rush,B,T,,,,OVER,,,,,,,,,
MORAVIAN,D,129,2,,R,,2,5,-25,3,,UPFIELD,,11,,FOX CUT CON,LT,,QUEEN,21,Run,,SOP,,R,,,,Rush,,T,,,SPRINT,OVER,,,,,,,,,
MORAVIAN,D,130,2,,M,,3,2,-28,5,,UPFIELD,,11,X ACROSS,TREY,LT,,WK,31,Pass,,PAP,IZ,R,,RUB OUT,,Complete,,X,3,2,62AB,OVER,,,,4ROOP,191,,,,
MORAVIAN,D,131,2,,R,,1,10,-33,6,,UPFIELD,,11,,WOLF,RT,,STRONG,23,Pass,,3 STEP,,R,,OVER,,Complete,,T,3,3,62AB,OVER,,,,8ROOP,275,,,,
MORAVIAN,D,132,2,,R,,2,4,-39,9,,UPFIELD,,11,,WOLF OFF,RT,,STRONG,23,Pass,,3 STEP,,L,,CURL,DRAG,Complete,,Y,5,3,63ABS,OVER,,,,6OC,193,,,,
MORAVIAN,D,133,2,,M,,1,10,-48,1,,MIDFIELD,,10,,DBLS,LT,,STRONG,22,Pass,,3 STEP,,L,,HITCH VERT,,Scramble,,,,3,63ABS,OVER,,,,,,LOOP,,,
MORAVIAN,D,134,2,,L,,2,9,-49,0,,MIDFIELD,,11,,TOM,RT,,STRONG,31,Pass,,SOP,,R,,FLOOD,,Incomplete,,,3,1,SPRINT,UNDER,,,,6ORT,185,,,,
MORAVIAN,D,135,2,,L,,3,9,-49,16,,MIDFIELD,,10,,DBLS,RT,,WK,23,Pass,,5 STEP,,L,,CURL DRAG,,Complete,,T,1,1,50AF,UNDER,,,,7OC,178,,,,
MORAVIAN,D,136,2,,L,,1,10,35,6,,GREEN ZONE,,10,,DBLS,RT,,STRONG,22,Pass,,3 STEP,,R,,HITCH VERT,,Complete,,Z,3,3,60AFS,UNDER,,,,50C,172,,,,
MORAVIAN,D,137,2,,R,,2,4,29,11,,GREEN ZONE,,11,,WOLF,RT,,WK,22,Pass,RPO,POWER,,R,,SLANT,,Complete,,X,6,3,,UNDER,,,,5OC,175,,,,
MORAVIAN,D,138,2,,R,,1,10,18,7,,RED ZONE,,11,,TREY,RT,,WK,31,Run,,,,,,,,Rush,C,Q,,,,OVER,,,,,,,,,
MORAVIAN,D,139,2,,R,,2,3,11,-3,,RED ZONE,,11,,TOM OFF,LT,,STRONG,31,Run,,IZ,READ,R,,,,Rush,,Q,,6,,OVER,,,,,,,,,
MORAVIAN,D,140,2,,R,,3,6,14,0,FUMBLE,RED ZONE,,11,,TREY,RT,,STRONG,31,Pass,,5 STEP,,R,,MESH,,Fumble,,Q,,6,62AF,OVER,,,,,,ROOP,,,
MORAVIAN,D,150,2,,L,,1,10,-20,0,,UPFIELD,,11,,TOM OFF,RT,,STRONG,31,Pass,,SOP,,R,,SMASH,,Incomplete,,,6,3,SPRINT,UNDER,,,,6ROOP,244,,,,
MORAVIAN,D,151,2,,L,,2,10,-20,0,,UPFIELD,,10,,DBLS,RT,,STRONG,22,Pass,,3 STEP,,L,,HITCH,VERT,Incomplete,,,4,3,60ABS,UNDER,,,,5OC,112,,,,
MORAVIAN,D,152,2,,L,,3,10,-20,12,,UPFIELD,,10,,TRIPS,RT,,WK,31,Pass,,5 STEP,,L,,WHIP DIG,,Complete,,X,4,1,60AF,OVER,,,,7OC,185,,,,
MORAVIAN,D,153,2,,L,,1,10,-32,6,,UPFIELD,,10,,TRIPS,RT,,WK,31,Pass,,ROCKET,,R,Z BUB,S SCREEN,,Complete,,J,2,1,SCREEN,OVER,,,,6OC,116,,,,
MORAVIAN,D,154,2,,R,,2,4,-38,0,,UPFIELD,,11,Y ACROSS,WOLF OFF,RT,,WK,22,Pass,,3 STEP,,R,,SLANT OUT,,Incomplete,,,,1,62ABS,OVER,,,,5OC,209,,,,
MORAVIAN,D,155,2,,R,,3,4,-38,10,,UPFIELD,,11,,DBLS CON,LT,,WK,23,Pass,,5 STEP,,R,,SLANT OUT,HITCH,Complete,,X,6,1,5 STEP,OVER,,,,6OC,250,,,,
MORAVIAN,D,156,2,,R,,1,10,-48,0,,MIDFIELD,,10,,TRIPS,LT,,WK,31,Pass,,5 STEP,,R,,VERTS,,Incomplete,,,6,1,62AF,OVER,,,,6OC,275,,,,
MORAVIAN,D,157,2,,R,,2,10,-48,42,,MIDFIELD,,11,,FOX,LT,,WAGON,21,Pass,,PAP,POWER,L,,SLUGO,SLANT,Complete,,X,9,1,,OVER,,,,6OC,244,,,,
MORAVIAN,D,158,2,,R,,1,10,10,6,,UPFIELD,,11,,FOX,LT,,QUEEN,21,Run,,,,,,,,Rush,B,T,,,,OVER,,,,,,,,,
MORAVIAN,D,160,2,,R,,2,9,9,2,,RED ZONE,,12,,TEX OFF,RT,,WK,31,Run,,OZ,,,,,,Rush,B,T,,,,OVER,,,,,,,,,
MORAVIAN,D,161,2,,R,,3,7,7,0,GAME,RED ZONE,,11,,WOLF OFF,RT,,WK,22,Pass,,3 STEP,,L,,POST CORNER,VERT/OUT,Incomplete,,,7,1,60ABS,OVER,,,,5OC,156,,,,
