OPP TEAM,ODK,PLAY #,QTR,SERIES,HASH,DN,DIST,YARD LN,FZ,SIT,PERSONNEL,MOTION,OFF FORM,FORM LT/RT,FIB,BACKFIELD,FORM CODE,PLAY TYPE,PLAY TYPE 2,OFF PLAY,RUN TAG,PLAY DIR,SCR TAG,GAP,ROUTE CONCEPT,ROUTE 2,RESULT,BC,PASS ZONE,COVERAGE,PROTECTION (D),DEF FRONT,STUNT,BLITZ,GN/LS,SERIES END,PENALTY
Misericordia University,D,89,2,5,L,2,10,-33,UPFIELD,,10,,DOUBLES,RT,,STRONG,22,Pass,,3 STEP,,,,,HAMMER,,Complete,X,3,6 HOLE,6T3F,WIDE,,,11,,
Misericordia University,D,90,2,5,L,1,10,-44,UPFIELD,,10,,DOUBLES,RT,,WEAK,23,Pass,,5 STEP,,,,,SWITCH,VERTS,Complete,T,3,INVERT,5T0B,DOG,,,2,,
Misericordia University,D,91,2,5,L,2,8,-46,UPFIELD,,10,,DOUBLES,RT,,WEAK,23,Pass,,5 STEP,,,,,SWITCH SHILO,,Incomplete,T,3,3 CLOUD,5A0F,DOG,,,0,,
Misericordia University,D,92,2,5,L,3,8,-46,UPFIELD,,10,,DOUBLES,RT,,STRONG,22,Pass,RPO,PUNCH,,R,,,HITCHES,,Complete,Y,2,3 CLOUD,,DOG,,,13,,
Misericordia University,D,94,2,5,R,1,10,41,UPFIELD,,10,,TRIPS,LT,,WEAK,32,Pass,,5 STEP,,,,,FLOOD,GLANCE,Complete,J,1,5,50 MAN,DOG,,,4,,
Misericordia University,D,95,2,5,L,2,6,37,GREEN ZONE,,10,,TRIPS,RT,,WEAK,32,Pass,,PAP,TOSS,L,,,SWITCH,GO,Complete,T,3,COVER 2,5A0F,DOG,,,-10,,
Misericordia University,D,97,2,5,L,2,16,47,UPFIELD,,10,,EMPTY 32,RT,,EMPTY,32,Pass,,HAIL MARY,,,,,VERTS,,Sack,Q,,PREVENT,,CAT,,BOMB,-13,HALF,
Misericordia University,D,115,3,6,R,0,10,-23,UPFIELD,,11,,TREY,RT,,WEAK,41,Run,,PUNCH,,R,ALT,B,,,,T,,3 HOLE,,OVER,,,6,,
Misericordia University,D,116,3,6,R,2,4,-29,UPFIELD,,11,ZOZO,TREY,RT,,WEAK,41,Run,,PUNCH,,R,ALT,C,,,,T,,3 HOLE,,OVER,,,1,,
Misericordia University,D,117,3,6,R,3,3,-30,UPFIELD,,21,YOP,PRO OFF,LT,,QUEEN,21,Run,RPO,POWER,,R,,B,HITCH,SLANT,,T,,5,,FLIP,,,2,,
Misericordia University,D,118,3,6,R,4,1,-32,UPFIELD,,21,,BONE,LT,,TRUCK WEAK,11,Run,RPO,POWER,,L,,A,SLANT,,,T,,3 HOLE,,FLIP,,,4,,
Misericordia University,D,119,3,6,R,1,10,-36,UPFIELD,,21,,PRO OFF,LT,,KING,21,Run,RPO,STRETCH,,L,,C,,SLANT,,,,7,,FLIP,,,-3,,
Misericordia University,D,120,3,6,L,2,13,-33,UPFIELD,,21B,,WOLF OFF,LT,,CAT WEAK,22,Run,,IZ,READ,L,,B,,,,T,,INVERT,,SKID,,,2,,
Misericordia University,D,121,3,6,L,3,11,-35,UPFIELD,,10,,DOUBLES CON,RT,,WEAK,23,Pass,,5 STEP,,,,,FLO,SWITCH,Complete,T,3,7,5T0B,DOG,,,12,,
Misericordia University,D,122,3,6,L,1,10,-47,UPFIELD,,10,,DOUBLES CUT,RT,,STRONG,22,Pass,RPO,IZ,LOCK,L,,,HAMMER,,Complete,X,3,7,,DOG,,,5,,
Misericordia University,D,123,3,6,L,2,5,48,UPFIELD,,10,,DOUBLES CUT CON,RT,,STRONG,22,Run,RPO,IZ,LOCK,L,,A,HITCHES,,,T,,3,,DOG,ANGLE,,5,,
Misericordia University,D,124,3,6,M,1,10,43,UPFIELD,,12,,ACE,LT,,WEAK,22,Run,RPO,PUNCH,,L,,B,HITCHES,,,T,,INVERT,,SKID,,,2,,
Misericordia University,D,125,3,6,L,2,8,41,UPFIELD,,12,,ACE CUT,LT,,WEAK,22,Run,RPO,STRETCH,,L,,A,,GLANCE,,T,,INVERT,,SKID,,,-2,,
Misericordia University,D,126,3,6,L,3,10,43,UPFIELD,,10,,DOUBLES CUT,RT,,STRONG,22,Pass,RPO,IZ,LOCK,L,,,HAMMER,,Incomplete,X,3,SOLO,,BEAR,DOS,SHELL,0,PUNT,
Misericordia University,D,134,3,7,L,0,10,50,UPFIELD,,12,,ACE CUT,LT,,STRONG,23,Pass,,PAP,IZ,R,,,POST,BENCH,Incomplete,X,8,INVERT,,SKID,,,0,,
Misericordia University,D,135,3,7,L,2,10,50,UPFIELD,,12,,SLOT CUT,LT,,KING,21,Run,RPO,IZ,BASE,L,,,HITCHES,,,T,,7,,OVER,DRIVE,,2,,
Misericordia University,D,137,4,7,L,3,8,48,UPFIELD,,10,,DOUBLES,RT,,STRONG,22,Run,RPO,IZ,LOCK,L,,B,HAMMER,,,T,,COVER 5,,OVER,TRES,,5,,
Misericordia University,D,138,4,7,L,4,3,43,UPFIELD,,21,,TOM OFF,RT,,WEAK,32,Pass,,3 STEP,,,,,SLANTS,GO,Complete,J,5,7,7T1BS,FLIP,,,6,,
Misericordia University,D,139,4,7,M,1,10,37,GREEN ZONE,,21,,PRO OFF CUT,RT,,QUEEN,21,Run,RPO,POWER,,L,,B,HITCHES,,,T,,HEAT,,OVER,,SHELL,0,,
Misericordia University,D,140,4,7,L,2,10,37,GREEN ZONE,,12,,ACE,LT,,WEAK,22,Pass,,5 STEP,,,,,SMASH,GLANCE,Incomplete,H,5,2,6T1F,SKID,,,0,,
Misericordia University,D,141,4,7,L,3,10,37,GREEN ZONE,,10,,DOUBLES,RT,,STRONG,22,Pass,,ROLL,,R,,,VERTS,VERTS SWITCH,Incomplete,T,1,7,5T1F,DOG,,,0,PUNT,
Misericordia University,D,149,4,8,L,0,10,-30,UPFIELD,,12,HOP,SLOT TO,LT,,WEAK,41,Pass,,WAGGLE,,R,,,FLOOD,,Scramble,Q,,INVERT,WAGGLE,OVER,,,4,,
Misericordia University,D,150,4,8,R,2,6,-34,UPFIELD,,12,YIN,SLOT CUT,RT,,WAGON,21,Run,SCR,POWER,,L,BUB,,,,Complete,Z,,HEAT,,OVER,,,2,,
Misericordia University,D,151,4,8,L,3,4,-36,UPFIELD,,10,,DOUBLES CUT CON,RT,,STRONG,22,Run,RPO,IZ,LOCK,L,,B,SLIDE,,,T,,COVER 8,,DOG,,,6,,
Misericordia University,D,152,4,8,L,1,10,-42,UPFIELD,,11,,WOLF,LT,,WEAK,22,Run,,PUNCH,,L,BUB,A,,,,T,,INVERT,,OPP,,,0,,
Misericordia University,D,154,4,8,L,2,13,-39,UPFIELD,,11,,TOM OFF,RT,,STRONG,41,Run,SCR,IZ,LOAD,L,BUB,,,,Complete,J,,HEAT,,FLIP,,,6,,
Misericordia University,D,155,4,8,R,2,7,-45,UPFIELD,,11,,WOLF OFF CUT,RT,,STRONG,23,Run,,STRETCH,TOSS,R,BUB,E-Alley,,,,T,,1,,FLIP,,,25,,
Misericordia University,D,156,4,8,R,1,10,30,GREEN ZONE,,11,,WOLF OFF CUT,RT,,WEAK,22,Run,,OZ,TOSS,L,,C,,,,T,,HEAT,,OVER,,,-35,,
Misericordia University,D,157,4,8,L,2,15,35,GREEN ZONE,,21B,B JUMP,SLOT,LT,,KING,21,Run,,IZ,LOCK,L,Z FLAT,B,,,,T,,INVERT,,SKID,,,34,,
Misericordia University,D,158,4,8,L,3,11,31,GREEN ZONE,,21B,,TREY BUNCH,LT,,WEAK,41,Run,,IZ,LOCK,L,BUB,C,,,,T,,MATCH,,OVER,CUATRO,,5,,
Misericordia University,D,159,4,8,L,4,6,26,GREEN ZONE,,10,T OUT,EMPTY 23,RT,YES,EMPTY,23,Pass,,4 STEP,,,,,DRAGON,SWITCH,Complete,Y,1,SOLO,50F,CAT,,,11,,
Misericordia University,D,160,4,8,R,1,10,15,RED ZONE,,21B,B MESH,SLOT CUT,RT,,SPLIT,21,Run,,IZ,LOCK,R,Z BUB,C,,,,T,,7,,SKID,,,-1,,
Misericordia University,D,161,4,8,M,2,11,16,RED ZONE,,21,,SLOT CUT,RT,,WAGON,21,Pass,RPO,POWER,,L,,,HAMMER,,Complete,X,1,7,,OVER,,,-5,,
Misericordia University,D,162,4,8,M,2,16,21,RED ZONE,,21,,SLOT CUT,RT,,WAGON,21,Run,RPO,POWER,,L,,B,HITCHES,,,T,,0,,OVER,,,0,,
Misericordia University,D,163,4,8,M,3,16,21,RED ZONE,,10,,DOUBLES,RT,,STRONG,22,Run,,IZ,LOCK,L,BUB,A,,,,T,,INVERT,,OVER,,,1,,
Misericordia University,D,165,4,8,L,4,15,20,RED ZONE,,10,T OUT,EMPTY 32,RT,,EMPTY,32,Pass,,5 STEP,,,,,VERTS,SLIDE,Sack,Q,,8,50B,DOG,,,-5,DOWNS,
Misericordia University,D,184,4,9,L,0,10,-27,UPFIELD,4M,12,,ACE,LT,,WEAK,22,Run,,IZ,,L,,A,,,,T,,INVERT,,OVER,,,2,,
Misericordia University,D,186,4,9,L,2,8,-29,UPFIELD,4M,22,FOP,ACE TY,LT,,WEAK,22,Run,,POWER,,L,,C,,,,T,,7,,BEAR,,,3,,
Misericordia University,D,188,4,9,L,3,5,-32,UPFIELD,4M,22,,BOX,RT,,KING,21,Run,,OZ,LEAD,R,,B,,,,T,,MATCH,,SKID,,SHELL,-5,PUNT,
Widener University,D,6,1,1,M,0,10,-25,UPFIELD,,21B,ZAC,TREY,RT,,WEAK,41,Pass,,PAP,IZ,R,,,PIVOT,,Incomplete,X,4,2,7T3FS,OPP,,,0,,
Widener University,D,7,1,1,M,2,10,-25,UPFIELD,,21B,B JUMP,SLOT,RT,,KING,22,Run,SCR,IZ,LOCK,R,Z FLAT,,,,Complete,Z,,HEAT,,OPP,,,12,,
Widener University,D,8,1,1,L,1,10,-37,UPFIELD,,21B,,TREY,LT,,WEAK,41,Run,,IZ,LOCK,L,BUB,C,,,,T,,3 HOLE,,OPP,,,5,,
Widener University,D,9,1,1,L,2,5,-42,UPFIELD,,21B,,TREY,LT,,WEAK,41,Run,SCR,IZ,FLIP,R,BUB,,,,Complete,Z,,2,,OPP,,,3,,
Widener University,D,10,1,1,R,3,2,-45,UPFIELD,,21B,,TREY,RT,,WEAK,41,Run,,IZ,LOCK,R,BUB,A,,,,T,,3 HOLE,,OVER,DRIVE,,2,,
Widener University,D,12,1,1,R,1,15,-42,UPFIELD,,21B,,TREY,RT,,WEAK,41,Pass,,PAP,IZ,R,,,BUB N GO,,Complete,X,,2,7T1FS,OVER,,,36,,
Widener University,D,13,1,1,L,1,10,22,RED ZONE,,21B,,TREY,LT,,WEAK,41,Run,,OZ,TOSS,R,,A,,,,Q,,2,,OVER,,,-5,,
Widener University,D,14,1,1,L,2,15,27,GREEN ZONE,,21B,,TREY,LT,,WEAK,41,Pass,,PAP,IZ,R,,,WHIP,,Scramble,Q,,CLUB,7T1FS,OVER,,,0,,
Widener University,D,15,1,1,L,3,15,27,GREEN ZONE,,21B,B JUMP,SLOT,LT,,KING,21,Run,SCR,IZ,LOCK,R,Z FLAT,,,,Complete,Z,,2,,CAT,,,0,,
Widener University,D,16,1,1,L,4,15,27,GREEN ZONE,,20,,TRIPS,RT,,STRONG,41,Pass,,5 STEP,,,,,VERTS,,Incomplete,Y,5,2,6A0B,CAT,,,0,DOWNS,
Widener University,D,24,1,2,R,0,10,-25,UPFIELD,,21B,Z JUMP,SLOT,RT,,KING,21,Run,,IZ,BASE,R,ALT,B,,,,T,,6,,OVER,,,3,,
Widener University,D,25,1,2,M,2,7,-28,UPFIELD,,21B,Z JUMP,SLOT,RT,,KING,21,Run,,IZ,LOCK,R,Z FLAT,D,,,,T,,2,,OPP,,,7,,
Widener University,D,26,1,2,R,1,10,-35,UPFIELD,,21B,Z JUMP,SLOT,RT,,KING,21,Pass,,PAP,IZ,R,,,BUB N GO,,Incomplete,J,1,2,,OPP,,,0,,
Widener University,D,27,1,2,R,2,10,-35,UPFIELD,,20,,TRIPS,LT,,WEAK,32,Run,RPO,IZ,LOCK,L,,A,CLEAR,GLANCE,,T,,2,,OVER,,,5,,
Widener University,D,28,1,2,R,3,5,-40,UPFIELD,,20,,TRIPS,LT,,WEAK,32,Run,RPO,IZ,LOCK,L,,C,CLEAR,GO,,T,,SPARTAN,,CAT,,,3,PUNT,
Widener University,D,34,1,3,L,0,10,-26,UPFIELD,,21B,,TREY,LT,,WEAK,41,Run,,IZ,FLIP,R,BUB,B,,,,T,,CLUB,,,,,0,,
Widener University,D,35,1,3,M,2,10,-26,UPFIELD,,21B,,TREY,LT,,WEAK,41,Pass,,SOP,,R,,,FLOOD,,Incomplete,J,4,CLUB,REACH,OVER,,,0,,
Widener University,D,36,1,3,M,3,10,-26,UPFIELD,,20,,DOUBLES,RT,,STRONG,22,Run,RPO,IZ,LOCK,L,,B,HAMMER,,,T,,2,,OVER,,,10,,
Widener University,D,37,1,3,L,1,10,-36,UPFIELD,,20,,TRIPS,LT,YES,STRONG,14,Run,SCR,IZ,LOCK,R,BUB,,,,Complete,J,,2,,OVER,,,3,,
Widener University,D,38,1,3,L,2,7,-39,UPFIELD,,20,,TRIPS,LT,YES,WEAK,13,Pass,,5 STEP,,,,,GO,CRUISE,Incomplete,Y,2,2,,OVER,,,0,,
Widener University,D,39,1,3,L,3,7,-39,UPFIELD,,20,,DOUBLES,RT,,STRONG,22,Run,RPO,IZ,LOCK FLIP,R,,,SLIDE,,Complete,Z,,2,,OVER,,,47,,
Widener University,D,40,1,3,R,1,10,14,RED ZONE,,21,FLOP,SLOT,RT,,QUEEN,21,Run,,IZ,,L,,A,,,,T,,0,,OVER,,,1,,
Widener University,D,41,1,3,L,2,9,13,RED ZONE,,21,FLOP,SLOT,RT,YES,QUEEN,12,Pass,,4 STEP,,,,,FLAT,SLIDE,Complete,Z,3,1,,OVER,,,5,,
Widener University,D,42,1,3,L,3,4,8,RED ZONE,,21,FLOP,SLOT,LT,,KING,21,Run,,IZ,LOCK,L,ALT,A,,,,T,,1,,OPP,,,5,,
Widener University,D,43,1,3,L,1,10,3,GOALLINE,,21,FLOP,SLOT TO,LT,,WEAK,41,Run,,OZ,TOSS,R,,E-Alley,,,,T,,0,,OPP,,,0,,
Widener University,D,44,1,3,R,2,10,3,GOALLINE,,21,FLOP,SLOT,RT,,QUEEN,21,Run,,POWER,,L,,B,,,Fumble,T,,0,,OPP,,,0,FUMBLE,
Widener University,D,58,2,4,R,0,10,-30,UPFIELD,,21B,JAC,WOLF CON,RT,,STRONG,23,Run,,OZ,TOSS,R,,A,,,,Q,,2,,OVER,,,0,FUMBLE,
Widener University,D,63,2,5,R,0,10,-25,UPFIELD,,21B,JAC,WOLF CON,RT,,STRONG,23,Run,,OZ,TOSS,R,,E-Alley,,,,T,,2,,OPP,,,0,,
Widener University,D,64,2,5,R,2,10,-25,UPFIELD,,21B,JAC,WOLF,RT,,STRONG,23,Pass,,5 STEP,,,,,SMASH,VERT SWITCH,Complete,X,1,7,6A1F,OVER,,,8,,
Widener University,D,65,2,5,R,3,2,-33,UPFIELD,,21B,JAC,WOLF,LT,,STRONG,23,Run,,IZ,,R,,B,,,,T,,HEAT,,OPP,DOS,SHELL,2,,
Widener University,D,66,2,5,L,1,10,-35,UPFIELD,,21B,,TREY,LT,,WEAK,41,Pass,,PAP,IZ,L,,,BUB N GO,,Complete,J,8,CLUB,7T1FS,OVER,,,65,TD,
Widener University,D,74,2,6,R,0,10,-20,UPFIELD,,21B,,TREY,RT,,WEAK,41,Run,,OZ,TOSS,L,,E-Alley,,,,T,,7,,OVER,,,1,,
Widener University,D,75,2,6,L,2,9,-21,UPFIELD,,21B,,TREY,LT,,WEAK,41,Pass,,PAP,IZ,L,,,BUB N GO,,Incomplete,X,7,7,,OVER,,,0,,
Widener University,D,76,2,6,L,3,9,-21,UPFIELD,,21B,,TRIPS,RT,,STRONG,41,Pass,,5 STEP,,,,,PIVOT,GLANCE,Complete,Y,1,SPARTAN,6AOB,CAT,,,6,PUNT,
Widener University,D,86,2,7,R,0,10,-6,BACKED UP,,12,,ACE,RT,,STRONG,23,Pass,,PAP,Q ISO,R,,,GO,,Incomplete,X,7,1,8A1FS,OVER,,,30,,
Widener University,D,87,2,7,R,1,10,-36,UPFIELD,,12,HOP,SLOT TO,RT,,STRONG,32,Pass,,5 STEP,,,,,VERT SWITCH,,Incomplete,Y,1,3,6A1F,OVER,,,0,,
Widener University,D,88,2,7,R,2,10,-36,UPFIELD,,12,HIN,SLOT,RT,,WAGON,21,Pass,RPO,POWER,,L,,,HAMMER,,Complete,Z,5,3,,OVER,DRIVE,,8,,
Widener University,D,89,2,7,M,3,2,-44,UPFIELD,,21,FLOP,SLOT,LT,,WAGON,21,Run,RPO,POWER,,R,,A,HAMMER,,,T,,3,,OVER,,,7,,
Widener University,D,90,2,7,R,1,10,49,UPFIELD,,12,HOP,SLOT TO,RT,,STRONG,32,Pass,,PAP,IZ,L,,,STIX,GO,Complete,X,4,7,6T1B,OPP,,,10,,
Widener University,D,91,2,7,L,1,10,39,UPFIELD,,12,HIN,SLOT,LT,,WAGON,21,Run,,IZ,,L,ALT,D,,,,T,,CLUB,,OPP,,,11,,
Widener University,D,92,2,7,L,1,10,28,UPFIELD,,12,HOHO,SLOT TY,LT,,WEAK,22,Run,,IZ,FLIP,R,,A,,,,T,,6,,OPP,,,-2,,
Widener University,D,93,2,7,L,2,12,30,UPFIELD,,12,HOP,SLOT TO,LT,,WEAK,41,Pass,,PAP,IZ,L,,,STIX,GO,Complete,X,4,CLUB,6T3F,OPP,,,8,,
Widener University,D,94,2,7,R,3,4,22,UPFIELD,,12,HOP,SLOT TO,RT,,WEAK,41,Pass,,ROLL,,L,,,BUB N GO,,Complete,X,4,CLUB,6T1B,OPP,,,14,,
Widener University,D,95,2,7,L,1,10,8,RED ZONE,,12,HIN,SLOT,LT,,QUEEN,21,Run,,POWER,,R,,B,,,,T,,1,,WIDE,,,7,,
Widener University,D,96,2,7,M,2,3,1,GOALLINE,,12,HIN,SLOT,LT,,QUEEN,21,Run,,POWER,,R,,A,,,,T,,0,,OPP,,,1,TD,
Widener University,D,102,3,8,R,0,10,-34,UPFIELD,,21B,ZAC,TREY,RT,,STRONG,32,Run,,IZ,,L,,D,,,,T,,1,,OVER,,,-3,,
Widener University,D,103,3,8,L,2,13,-31,UPFIELD,,21B,,WOLF,LT,,WEAK,22,Pass,,PAP,IZ,L,,,SMASH,GO,Complete,X,1,2,7T3FS,OPP,,,6,,
Widener University,D,104,3,8,R,3,7,-37,UPFIELD,,21B,,TREY,RT,,WEAK,41,Pass,,PAP,IZ,R,,,BUB N GO,,Interception,J,8,CLUB,7T0FS,CAT,,,0,INT,
Widener University,D,108,3,9,R,0,10,-44,UPFIELD,,21B,YOP,TOM OFF,LT,,WEAK,32,Run,RPO,IZ,LOCK,L,,A,HITCHES,,,T,,1,,OVER,,,4,,
Widener University,D,109,3,9,R,2,6,-48,UPFIELD,,21B,YOYIN,FOX,LT,,WAGON,21,Run,RPO,POWER,,R,,B,HITCHES,,,T,,2,,OVER,,,3,,
Widener University,D,110,3,9,R,3,3,49,UPFIELD,,21B,,WOLF OFF,RT,,WEAK,22,Run,RPO,COUNTER,,L,,B,HITCHES,,,T,,7,,OVER,,,-1,,
Widener University,D,111,3,9,M,1,10,45,UPFIELD,,21B,,TREY,RT,,WEAK,41,Pass,,PAP,IZ,R,,,CROSS STOP,,Incomplete,Z,1,7,7T1FS,OVER,,,0,,
Widener University,D,112,3,9,M,2,10,45,UPFIELD,,21B,,WOLF OFF,RT,,WEAK,22,Run,SCR,IZ,LOCK,R,BUB,,,,Complete,J,,1,,FLIP,,,21,,
Widener University,D,113,3,9,L,1,10,24,RED ZONE,,21B,,WOLF OFF,LT,,WEAK,22,Run,SCR,IZ,BASE,L,BUB,,,,Complete,J,,7,,OVER,,,3,,
Widener University,D,114,3,9,R,2,7,21,RED ZONE,,21B,,TREY,RT,,WEAK,41,Run,SCR,IZ,FLIP,L,BUB,,,,Incomplete,Z,,HEAT,,OPP,DOS,SHELL,0,,
Widener University,D,115,3,9,R,3,7,21,RED ZONE,,21B,,TREY,RT,,WEAK,41,Run,,IZ,FLIP,L,BUB,A,,,,T,,CLUB,,OPP,,,-5,,
Widener University,D,116,3,9,R,3,12,26,RED ZONE,,21B,,TREY,RT,,WEAK,41,Run,,IZ,FLIP,L,BUB,A,,,,T,,CLUB,,OPP,,,2,,
Widener University,D,117,3,9,M,4,10,24,RED ZONE,,20,,TRIPS,RT,,STRONG,41,Pass,,5 STEP,,,,,VERTS,,Incomplete,J,,7,6A3B,OVER,OCHO,,0,DOWNS,
Widener University,D,125,3,10,L,0,10,-21,UPFIELD,,20,,TRIPS,RT,,STRONG,41,Run,RPO,IZ,FOLD,L,,A,CLEAR,GLANCE,,T,,CLUB,,FLIP,,,3,,
Widener University,D,126,3,10,L,2,7,-24,UPFIELD,,20,,TRIPS,RT,,WEAK,32,Run,RPO,IZ,LOCK,R,,,CLEAR,GLANCE,Complete,X,5,CLUB,,OVER,,,15,,
Widener University,D,127,3,10,L,1,10,-39,UPFIELD,,20,,TRIPS,RT,,STRONG,41,Run,RPO,IZ,LOCK,L,BUB,A,,SLANT,,T,,2,,FLIP,,,0,,
Widener University,D,128,3,10,L,2,10,-39,UPFIELD,,20,,TRIPS,RT,,WEAK,32,Pass,,5 STEP,,,,,J CADDY,GO,Incomplete,X,4,2,6A1F,OVER,,,0,,
Widener University,D,129,3,10,L,3,10,-39,UPFIELD,,20,,TRIPS,RT,,STRONG,41,Pass,,5 STEP,,,,,SHOUTING,GLANCE,Sack,Q,,CLAM,6A1B,OVER,DOS,,-5,PUNT,
Widener University,D,133,3,11,R,0,10,47,UPFIELD,,21B,YOYIN,FOX,LT,,QUEEN,21,Run,RPO,POWER,,R,,B,HITCH,HAMMER,Fumble,T,,7,,OVER,,,0,,
Widener University,D,141,3,11,M,1,15,-22,UPFIELD,,20,,DOUBLES,LT,,STRONG,22,Run,,IZ,LOCK,R,BUB,B,,,,T,,7,,OVER,UNO,,7,,
Widener University,D,142,3,11,M,2,8,-29,UPFIELD,,20,,DOUBLES,LT,,STRONG,22,Pass,,4 STEP,,,,,SNAKE,SWITCH,Incomplete,Z,,7,6A1F,OVER,UNO,,0,,
Widener University,D,143,3,11,M,3,8,-29,UPFIELD,,20,,DOUBLES,LT,,STRONG,22,Pass,,5 STEP,,,,,SWITCH,VERTS,Sack,Q,,7,6T1F,FLIP,,,-7,PUNT,
Widener University,D,153,4,12,L,0,10,-24,UPFIELD,,20,,TRIPS,RT,,STRONG,41,Pass,,3 STEP,,,,,STICK,GLANCE,Complete,J,2,CLUB,6T1F,FLIP,,,5,,
Widener University,D,154,4,12,R,2,5,-29,UPFIELD,,20,,TRIPS,LT,,WEAK,32,Pass,,3 STEP,,,,,STICK,GLANCE,Complete,J,2,CLAM,6A1F,OVER,,,6,,
Widener University,D,155,4,12,L,1,10,-35,UPFIELD,,20,,DOUBLES,RT,,WEAK,23,Pass,,5 STEP,,,,,VERTS,J CADDY,Incomplete,Z,4,7,6T1B,FLIP,TRES,,0,,
Widener University,D,156,4,12,L,2,10,-35,UPFIELD,,20,,DOUBLES,RT,,WEAK,23,Pass,,5 STEP,,,,,STIX,SWITCH,Incomplete,J,3,7,6A1F,OVER,DOS,,15,,
Widener University,D,157,4,12,L,1,10,50,UPFIELD,,20,,DOUBLES,RT,,STRONG,22,Pass,,ROLL,,R,,,HOOK,VERT SWITCH,Complete,Y,5,7,5T3F,OVER,,,29,,
Widener University,D,158,4,12,L,1,10,21,RED ZONE,,20,,DOUBLES,RT,,STRONG,22,Run,RPO,DRAW,,R,,A,HITCHES,,,T,,7,,OVER,,,0,,
Widener University,D,159,4,12,L,2,10,21,RED ZONE,,20,,DOUBLES,RT,,STRONG,22,Pass,,4 STEP,,,,,SLIDE,J SHALLOW,Complete,Z,7,7,6T3F,OVER,,,21,TD,
Widener University,D,168,4,13,M,0,10,-25,UPFIELD,,20,,TRIPS,RT,,STRONG,41,Pass,,PAP,OZ,R,,,VERTS,,Complete,J,8,7,5A3B,FLIP,,,19,,
Widener University,D,169,4,13,R,1,10,44,UPFIELD,,20,,TRIPS,RT,,STRONG,41,Pass,,3 STEP,,,,,STICK,GLANCE,Complete,Y,3,CLAM,6A3F,FLIP,DOS,,6,,
Widener University,D,170,4,13,R,2,16,38,UPFIELD,,20,,TRIPS,RT,,STRONG,41,Pass,,5 STEP,,,,,DOZER,GO,Sack,Q,,7,6A3F,FLIP,,,-8,,
Widener University,D,171,4,13,R,3,8,46,UPFIELD,,20,,TRIPS,LT,,STRONG,41,Pass,SCR,PSO SLIP SCR,,,,,HITCHES,,Complete,X,3,CLUB,,OVER,,,18,,
Widener University,D,172,4,13,R,1,10,28,RED ZONE,,20,,TRIPS,LT,,STRONG,41,Pass,,PAP,OZ,L,,,VERTS,,Incomplete,Z,7,HEAT,5T3F,OVER,DOS,SHELL,0,,
Widener University,D,173,4,13,R,2,10,28,RED ZONE,,20,,TRIPS,LT,,WEAK,32,Pass,,5 STEP,,,,,Y OUT,GO,Scramble,Q,,CLUB,60 MAN,FLIP,,,9,,
Widener University,D,174,4,13,R,3,1,19,RED ZONE,,20,,TRIPS,LT,,STRONG,41,Run,RPO,IZ,LOCK,R,,,HITCHES,,Complete,J,2,2,,OVER,,,7,,
Widener University,D,175,4,13,M,1,10,12,RED ZONE,,20,,TRIPS,LT,,STRONG,41,Pass,,PAP,IZ,R,,,LAYERS,,Complete,Y,2,0,6T3F,OVER,,,2,,
Widener University,D,176,4,13,L,2,8,10,RED ZONE,,20,,DOUBLES,RT,,STRONG,22,Pass,RPO,IZ,LOCK,L,,,SLIDE,,Incomplete,J,3,1,,OVER,,,0,,
Widener University,D,177,4,13,L,3,8,10,RED ZONE,,20,,TRIPS,RT,,WEAK,32,Pass,RPO,IZ,LOCK,R,,,CLEAR,GLANCE,Incomplete,J,2,BRACKET,,WIDE,,,0,,
Widener University,D,178,4,13,L,4,8,10,RED ZONE,,20,,TRIPS,RT,,STRONG,41,Pass,,3 STEP,,,,,CLEAR,SLANT,Complete,X,2,BRACKET,6A1BS,WIDE,,,8,TD,
Widener University,D,179,4,13,M,0,3,3,,,20,,TRIPS,RT,,WEAK,32,2 Pt.,,3 STEP,,,,,CLEAR,SLANT,Complete,Z,2,BRACKET,6A3F,WIDE,,,2,,
Widener University,D,188,4,14,R,0,10,20,RED ZONE,,20,,DOUBLES,LT,,STRONG,22,Pass,RPO,IZ,LOCK,R,,,HITCHES,,Complete,Y,2,SOLO,,OVER,,,8,,
Widener University,D,189,4,14,M,1,10,12,RED ZONE,,20,,DOUBLES,RT,,STRONG,22,Run,RPO,IZ,LOCK,L,,A,SLIDE,,,T,,SOLO,,FLIP,,,2,,
Widener University,D,190,4,14,M,2,10,10,RED ZONE,,20,,DOUBLES,LT,,STRONG,22,Run,RPO,IZ,LOCK,R,,B,DRAGON,SLIDE,,T,,BRACKET,,FLIP,,,2,,
Widener University,D,191,4,14,M,3,8,8,RED ZONE,,20,,DOUBLES,RT,,STRONG,22,Pass,,5 STEP,,,,,SWITCH,SMASH,Complete,X,3,BRACKET,6T1F,FLIP,,,8,TD,
Widener University,D,194,4,15,L,0,10,-41,UPFIELD,2M,20,,TRIPS,RT,,WEAK,32,Pass,,3 STEP,,,,,CLEAR,SLANT,Complete,Z,2,CLUB,6T0B,CAT,,,6,,
Widener University,D,195,4,15,M,2,4,-47,UPFIELD,2M,20,,DOUBLES,RT,,STRONG,22,Pass,,5 STEP,,,,,SMASH,SWITCH,Complete,Z,1,2,6T3F,OVER,,,7,,
